Protein	Genome ID,,Description,,# HIT
A1KMI2	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KML3	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KML5	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KMM4	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KMQ3	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KMU5	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KMW6	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KNQ0	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KP49	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KP65	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KPA9	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KPC8	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KPE4	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KPE8	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KPR8	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KPS2	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KQF8	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KQG0	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A1KQH3	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A2RN46	AM406671,,Firmicutes : Lactococcus lactis subsp. cremoris MG1363,,61 sequence(s)
A2T9S8	N/A,,N/A,,N/A
A3M1G4	CP000521,,Gammaproteobacteria : Acinetobacter baumannii ATCC 17978,,70 sequence(s)
A3M8K2	CP000521,,Gammaproteobacteria : Acinetobacter baumannii ATCC 17978,,70 sequence(s)
A4F5N2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F5N9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F5R2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F5S3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F5S9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F5W8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F5Z4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F627	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F672	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F673	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F696	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F6D0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F6H7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F6I7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F6L2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F6R6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F6T8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F6U4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F6X7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F6Y5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F709	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F741	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F749	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F761	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F779	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F7E0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F7G2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F7J1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F7L1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F7L3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F7T4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F7U1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F7V1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F7Y7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F7Z3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F812	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F831	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F834	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F864	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F866	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8H9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8K1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8L7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8M0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8N5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8P2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8P6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8Q6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8R2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8W1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F8X2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9A1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9C2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9D0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9K3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9L3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9N4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9P6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9S0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9S9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9T1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9U5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4F9X1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FA57	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FA64	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FA98	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FAC4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FAD7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FAF3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FAH9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FAK3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FAK6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FAP2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FAP3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FAT2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FB27	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FBB3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FBC4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FBD3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FBI4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FBP1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FBQ8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FBR0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FBX6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FBY4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FC08	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FC51	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FCQ4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FCW1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FD29	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FDM8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FDV0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FDV3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FDX2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FE67	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FEJ5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FER8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FES9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FET2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FEW8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FF50	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FF68	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FF97	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FFD6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FFJ7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FFV0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FG56	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FG72	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FGD8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FGG8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FGJ5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FGJ7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FH07	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FH16	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FH84	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FHF0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FHI1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FHN5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FHR3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FHU9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FIF5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FIQ4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FIR1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FJJ5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FJU5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FK75	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FKG8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FKH5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FKK6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FKK9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FKM7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FKN3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FKU9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FKW8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FKX2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FKX6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FL79	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FLD8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FLI8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FLP4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FLT1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FLT9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FLU1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FLU4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FM34	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FM62	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FMD6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FME7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FMF1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FMJ9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FML6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FMN8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FMQ3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FMQ5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FMR9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FMU4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FMU5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FMY9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FN01	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FN27	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FN29	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FN31	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FN42	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FN70	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FN85	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FNA3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FNB7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FND0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FNH5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FNI7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FNJ6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FNK4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FNL5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FNN8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FNQ9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FNX4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FP30	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FP45	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FP58	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FP59	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FP81	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FP82	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FP99	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPA4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPA5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPA6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPC7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPD9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPI2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPJ2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPL9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPM0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPM6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPM7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPQ5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPS4	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPS6	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPT8	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPT9	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPW7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPX2	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FPY3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQ00	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQ07	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQ59	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQ74	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQE0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQE1	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQF3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQL5	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQP3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQQ3	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQV0	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FQV7	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FR03	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FR20	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FR32	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FR37	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FR43	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FR48	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FR54	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4FR66	AM420293,,Actinobacteria : Saccharopolyspora erythraea NRRL 2338,,50 sequence(s)
A4GZC4	N/A,,N/A,,N/A
A4VUK1	CP000407,,Firmicutes : Streptococcus suis 05ZYH33,,56 sequence(s)
A4VYN7	CP000408,,Firmicutes : Streptococcus suis 98HAH33,,56 sequence(s)
A4VYQ9	CP000408,,Firmicutes : Streptococcus suis 98HAH33,,56 sequence(s)
A4VZM2	CP000408,,Firmicutes : Streptococcus suis 98HAH33,,56 sequence(s)
A4VZZ3	CP000408,,Firmicutes : Streptococcus suis 98HAH33,,56 sequence(s)
A4W6D5	CP000653,,Gammaproteobacteria : Enterobacter sp. 638,,83 sequence(s)
A5A547	N/A,,N/A,,N/A
A5A6E0	N/A,,N/A,,N/A
A5A6E1	N/A,,N/A,,N/A
A5F2R1	N/A,,N/A,,N/A
A5F2S8	N/A,,N/A,,N/A
A5F5X0	N/A,,N/A,,N/A
A5F5Y7	N/A,,N/A,,N/A
A5TY85	CP000611,,Actinobacteria : Mycobacterium tuberculosis H37Ra,,45 sequence(s)
A5U1J9	CP000611,,Actinobacteria : Mycobacterium tuberculosis H37Ra,,45 sequence(s)
A6QEJ9	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QEK0	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QES8	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QF82	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QFE3	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QFH3	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QG89	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QGC0	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QGJ4	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QGZ6	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QH73	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QHF1	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A6QHF8	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
