Protein	Strain,,Genomic location,,Charge (pH 7),,Kyte-Doolittle Hydrophobicity Value,,Molecular Weight (kDa),,Isoelectric Point (pI)
B1XN11	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN19	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN27	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN32	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN36	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN39	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN41	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN46	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN61	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN69	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN71	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN94	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XN95	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNA5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNB5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNH1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNH3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNI7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNJ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNM4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNP2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNQ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNR2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNS5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNV2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNY5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XNY8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP01	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP17	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP36	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP38	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP53	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP61	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP71	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP78	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP79	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP80	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP90	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XP95	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPA6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPA7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPB6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPC5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPD4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPE2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPE7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPF4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPG7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPK2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPP4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPU9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPV1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPX6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPX8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQ64	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQ68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQ75	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQ85	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQ92	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQA7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQB2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQE5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQF1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQF2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQF6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQG3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQG5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQG8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQJ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQL7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQM2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQP1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQQ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQQ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQR5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQS4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQV0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQW1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQX2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQX5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQZ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR00	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR14	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR17	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR21	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR22	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR35	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR47	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR72	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR86	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRA0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRC9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRD7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRI4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRL8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRQ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRQ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B2S753	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B2SB45	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B3GZ21	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B3KLX4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B5F6V5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B5XYF7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B5XZ79	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B5Y275	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B5Y2E4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B7LRJ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B7MDM9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B7SCE5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B7UM99	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B7UR12	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B8DE07	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B8GZM2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H3R1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H3T5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H3T6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H3V2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H423	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H440	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H445	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H461	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0LZQ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0SP85	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0SP93	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0SPB6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0SPB8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KVC0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KW86	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KX21	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KYE1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KYI2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KYU1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KZK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C3W947	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C5BGM2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C8T007	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C8UMQ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0WT66	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0WX67	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0WZ14	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0X0H0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0X3A8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0X4G1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0ZV89	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BKU3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BKU8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BKY7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BKZ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BLI2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BM73	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BMX4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BNL6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BNM4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BNR6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BP55	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BQ68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BRC3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D4GUJ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D4GYZ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D4H071	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E6P6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E6P9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E6Y5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E7U0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E895	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E8U2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E9H2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E9V6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E9V9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E9Y3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5EAE2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5EB50	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5EBE9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5EBU5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5EBX8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
E2JA29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z5W8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z5Y7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z5Z2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z692	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z698	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z6D2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z6F6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z6G3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F6KV61	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F6KV62	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
G2K046	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
G2K047	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
G3XD28	Pseudomonas aeruginosa PAO1,,5679649-5680713(- strand),,-11.81,,0.085,,38,,4.54
G3XD31	Pseudomonas aeruginosa PAO1,,5277968-5280292(- strand),,11.89,,-0.282,,85.5,,9.57
G3XD71	Pseudomonas aeruginosa PAO1,,678821-680896(+ strand),,5.01,,-0.12,,72.3,,8.39
G5EB01	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WXK4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WYU2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZ58	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZG6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZI4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZM9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZS4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X540	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X5C9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X5I7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X5T4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X6H8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X7G4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X7W8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X827	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X8D2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X961	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XF31	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XF52	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XF60	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XHG6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XVZ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XW38	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XWB9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XZC4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y1H7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y231	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y242	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y2E2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y2G3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y2I9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y3S9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y3V3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y4D2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y4U9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y4V2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y748	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y778	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y7V6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y897	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y9K2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y9Q3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YA03	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YA17	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YA29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YAV3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YC91	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YDN6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YF40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YG87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YHB0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I7FGY5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
J9R0U7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1VPX5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1VZL1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1W040	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1W0W3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1W2U9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1W772	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1W7L7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1WFA9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1WPM3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1WR40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1WSH3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1X2U2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1XE41	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1XG38	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K4PDN9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L0T2Z1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L0T905	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L0TFC2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N653	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N657	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N663	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N664	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N668	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N673	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N675	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N686	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N690	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N6A4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N6B0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L9UQ37	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
N1UKI7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05223	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05236	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05251	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05268	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05310	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05312	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05389	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05410	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05436	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05442	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05450	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05456	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05495	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05518	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05519	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05520	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05521	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05582	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05634	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05640	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05641	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05771	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05773	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05777	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05780	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05823	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05828	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05853	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05855	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05877	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05981	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05982	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06137	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06159	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06170	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06194	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06218	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06243	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06263	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06278	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06311	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06396	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06403	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06404	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06457	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06476	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06491	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06492	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06538	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06597	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06604	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06611	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06614	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06802	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06807	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06825	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06925	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06974	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O06976	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07012	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07021	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07180	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07181	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07196	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07198	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07227	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07235	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07239	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07255	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07406	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07411	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07416	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07419	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07422	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07521	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07542	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07584	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07596	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07634	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07636	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07678	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07717	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07720	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07728	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07806	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07809	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O07853	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O08309	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O08314	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O08335	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O08357	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O08359	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O08394	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24862	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24870	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24875	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24895	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24900	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24904	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24911	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24916	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24922	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24934	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24974	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O24978	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25008	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25029	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25032	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25047	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25058	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25066	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25068	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25121	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25125	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25130	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25164	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O25170	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
