Protein	Des
Q8PQQ4	Genome Annotation
Q8PR77	Genome Annotation
Q8PRE0	Genome Annotation
Q8PS33	Genome Annotation
Q8PT38	Genome Annotation
Q8PTF7	Genome Annotation
Q8PTP5	Genome Annotation
Q8PTU7	Genome Annotation
Q8PU20	Genome Annotation
Q8PUB6	Genome Annotation
Q8PUQ8	Genome Annotation
Q8PUQ9	Genome Annotation
Q8PUV5	Genome Annotation
Q8PV69	Genome Annotation
Q8PVK0	Genome Annotation
Q8PX75	Genome Annotation
Q8PXA9	Genome Annotation
Q8PXT3	Genome Annotation
Q8PXU9	Genome Annotation
Q8PXV7	Genome Annotation
Q8PZB5	Genome Annotation
Q8Q0G7	Genome Annotation
Q8Q0G9	Genome Annotation
Q8Q0P3	Genome Annotation
Q8R6T1	Genome Annotation
Q8R783	Genome Annotation
Q8R7V8	Genome Annotation
Q8R8L6	Genome Annotation
Q8R8Q1	Genome Annotation
Q8R910	Genome Annotation
Q8R964	Genome Annotation
Q8R967	Genome Annotation
Q8R9D4	Genome Annotation
Q8R9G5	Genome Annotation
Q8R9S4	Genome Annotation
Q8RAC9	Genome Annotation
Q8RAH3	Genome Annotation
Q8RAR7	Genome Annotation
Q8RB35	Genome Annotation
Q8RB43	Genome Annotation
Q8RBD0	Genome Annotation
Q8RBD2	Genome Annotation
Q8RBE3	Genome Annotation
Q8RBV3	Genome Annotation
Q8RCJ1	Genome Annotation
Q8RCZ5	Genome Annotation
Q8RD14	Genome Annotation
Q8RDJ3	Genome Annotation
Q8RDL1	Genome Annotation
Q8TSY2	Genome Annotation
Q8TZX0	Genome Annotation
Q8VKS0	Genome Annotation
Q8VKS5	Genome Annotation
Q8VQA0	
Q8VSB2	Genome Annotation
Q8VSC3	Genome Annotation
Q8X3W8	Genome Annotation
Q8X405	Genome Annotation
Q8X492	Genome Annotation
Q8X4E2	Genome Annotation
Q8X4K9	Genome Annotation
Q8X4P8	Genome Annotation
Q8X4T7	Genome Annotation
Q8X4V5	Genome Annotation
Q8X505	Genome Annotation
Q8X5C4	Genome Annotation
Q8X5E9	Genome Annotation
Q8X5H9	Genome Annotation
Q8X5N5	Genome Annotation
Q8X5V1	Genome Annotation
Q8X5V5	Genome Annotation
Q8X5Z8	Genome Annotation
Q8X600	Genome Annotation
Q8X611	Genome Annotation
Q8X6M8	Genome Annotation
Q8X6S3	Genome Annotation
Q8X6Z6	Genome Annotation
Q8X722	Genome Annotation
Q8X733	Genome Annotation
Q8X737	Genome Annotation
Q8X743	Genome Annotation
Q8X7C5	Genome Annotation
Q8X7C9	Genome Annotation
Q8X7F2	Genome Annotation
Q8X7H3	Genome Annotation
Q8X7H4	Genome Annotation
Q8X7L9	Genome Annotation
Q8X7M9	Genome Annotation
Q8X7N4	Genome Annotation
Q8X7N8	Genome Annotation
Q8X7P7	Genome Annotation
Q8X7T4	Genome Annotation
Q8X7V5	Genome Annotation
Q8X7X0	Genome Annotation
Q8X825	Genome Annotation
Q8X8G1	Genome Annotation
Q8X8G9	Genome Annotation
Q8X8H0	Genome Annotation
Q8X8I5	Genome Annotation
Q8X8J5	Genome Annotation
Q8X8L3	Genome Annotation
Q8X8T9	Genome Annotation
Q8X8W2	Genome Annotation
Q8X8Y7	Genome Annotation
Q8X8Z9	Genome Annotation
Q8X902	Genome Annotation
Q8X903	Genome Annotation
Q8X966	Genome Annotation
Q8X984	Genome Annotation
Q8X996	Genome Annotation
Q8X9B0	Genome Annotation
Q8X9L1	Genome Annotation
Q8X9T7	Genome Annotation
Q8X9V2	Genome Annotation
Q8XA02	Genome Annotation
Q8XA55	Genome Annotation
Q8XAA8	Genome Annotation
Q8XAC5	Genome Annotation
Q8XAQ4	Genome Annotation
Q8XAT3	Genome Annotation
Q8XAT4	Genome Annotation
Q8XB28	Genome Annotation
Q8XB34	Genome Annotation
Q8XB62	Genome Annotation
Q8XBF4	Genome Annotation
Q8XBJ9	Genome Annotation
Q8XBR3	Genome Annotation
Q8XBV3	Genome Annotation
Q8XC28	Genome Annotation
Q8XC76	Genome Annotation
Q8XC86	Genome Annotation
Q8XCA9	Genome Annotation
Q8XCD0	Genome Annotation
Q8XCF9	Genome Annotation
Q8XCG0	Genome Annotation
Q8XCI5	Genome Annotation
Q8XCU8	Genome Annotation
Q8XCV0	Genome Annotation
Q8XCW5	Genome Annotation
Q8XD03	Genome Annotation
Q8XD33	Genome Annotation
Q8XD88	Genome Annotation
Q8XDD5	Genome Annotation
Q8XDE7	Genome Annotation
Q8XDE9	Genome Annotation
Q8XDF3	Genome Annotation
Q8XDF5	Genome Annotation
Q8XDF6	Genome Annotation
Q8XDG0	Genome Annotation
Q8XDL9	Genome Annotation
Q8XDP3	Genome Annotation
Q8XDR9	Genome Annotation
Q8XDS0	Genome Annotation
Q8XDW4	Genome Annotation
Q8XDW9	Genome Annotation
Q8XE27	Genome Annotation
Q8XE60	Genome Annotation
Q8XE67	Genome Annotation
Q8XE69	Genome Annotation
Q8XEA7	Genome Annotation
Q8XEB4	Genome Annotation
Q8XEG2	Genome Annotation
Q8Y3P9	Genome Annotation
Q8Y3T4	Genome Annotation
Q8Y3Z5	
Q8Y421	Genome Annotation
Q8Y422	Genome Annotation
Q8Y423	
Q8Y424	
Q8Y436	
Q8Y444	Genome Annotation
Q8Y459	Genome Annotation
Q8Y495	Genome Annotation
Q8Y498	
Q8Y4B2	Genome Annotation
Q8Y4B3	Genome Annotation
Q8Y4C0	Genome Annotation
Q8Y4C6	Genome Annotation
Q8Y4F0	
Q8Y4F3	
Q8Y4F7	
Q8Y4H0	Genome Annotation
Q8Y4I1	
Q8Y4I2	Genome Annotation
Q8Y4I4	Genome Annotation
Q8Y4L1	
Q8Y4L6	
Q8Y4M2	
Q8Y4M3	
Q8Y4P6	
Q8Y4R1	
Q8Y4R7	Genome Annotation
Q8Y4U6	
Q8Y4V1	
Q8Y4V6	
Q8Y560	
Q8Y563	
Q8Y568	
Q8Y5E6	Genome Annotation
Q8Y5F0	
Q8Y5G0	
Q8Y5H3	
Q8Y5M1	Genome Annotation
Q8Y5N6	
Q8Y5N7	
Q8Y5N8	Genome Annotation
Q8Y5Q9	
Q8Y5T8	Genome Annotation
Q8Y5T9	
Q8Y5V0	Genome Annotation
Q8Y5V8	
Q8Y5W6	Genome Annotation
Q8Y5W7	
Q8Y5W8	Genome Annotation
Q8Y5X4	Genome Annotation
Q8Y606	
Q8Y614	Genome Annotation
Q8Y629	
Q8Y633	
Q8Y642	
Q8Y679	
Q8Y680	Genome Annotation
Q8Y683	
Q8Y692	
Q8Y6C9	
Q8Y6D0	Genome Annotation
Q8Y6E2	
Q8Y6E4	
Q8Y6E6	
Q8Y6J3	
Q8Y6J6	
Q8Y6J7	Genome Annotation
Q8Y6K1	
Q8Y6K9	Genome Annotation
Q8Y6L1	
Q8Y6M7	Genome Annotation
Q8Y6N7	
Q8Y6P8	
Q8Y6Q0	
Q8Y6R4	
Q8Y6S6	
Q8Y6S8	Genome Annotation
Q8Y6T2	
Q8Y6V0	Genome Annotation
Q8Y6V1	
Q8Y6W0	Genome Annotation
Q8Y6W1	
Q8Y6X5	Genome Annotation
Q8Y6X9	Genome Annotation
Q8Y6Y3	
Q8Y6Y9	Genome Annotation
Q8Y701	
Q8Y731	
Q8Y732	
Q8Y735	Genome Annotation
Q8Y741	
Q8Y742	Genome Annotation
Q8Y766	Genome Annotation
Q8Y786	
Q8Y791	
Q8Y7A5	Genome Annotation
Q8Y7B2	
Q8Y7D3	Genome Annotation
Q8Y7F1	Genome Annotation
Q8Y7F6	Genome Annotation
Q8Y7G7	Genome Annotation
Q8Y7H4	
Q8Y7J7	Genome Annotation
Q8Y7L0	Genome Annotation
Q8Y7L1	
Q8Y7L9	
Q8Y7N6	Genome Annotation
Q8Y7Q2	Genome Annotation
Q8Y822	Genome Annotation
Q8Y832	Genome Annotation
Q8Y835	
Q8Y837	
Q8Y846	
Q8Y850	
Q8Y862	
Q8Y863	
Q8Y864	
Q8Y8A1	Genome Annotation
Q8Y8D5	
Q8Y8E7	Genome Annotation
Q8Y8E9	
Q8Y8G1	Genome Annotation
Q8Y8K5	
Q8Y8K7	
Q8Y8K9	
Q8Y8N0	Genome Annotation
Q8Y8P0	
Q8Y8W1	
Q8Y8Z7	
Q8Y904	
Q8Y907	
Q8Y912	
Q8Y915	Genome Annotation
Q8Y966	
Q8Y979	
Q8Y9C1	Genome Annotation
Q8Y9H0	
Q8Y9H5	
Q8Y9L8	Genome Annotation
Q8Y9N9	Genome Annotation
Q8Y9Z6	
Q8YA11	
Q8YA52	
Q8YA67	
Q8YA71	
Q8YA96	Genome Annotation
Q8YAA3	Genome Annotation
Q8YAA4	Genome Annotation
Q8YAB1	Genome Annotation
Q8YAC3	
Q8YAC4	Genome Annotation
Q8YAC8	
Q8YAD3	Genome Annotation
Q8YAD5	Genome Annotation
Q8YAE0	Genome Annotation
Q8YAF6	
Q8YAM0	
Q8YAM2	
Q8YAM8	Genome Annotation
Q8YAN8	
Q8YAR2	Genome Annotation
Q8YAR9	Genome Annotation
Q8YAT6	
Q8YAU3	
Q8YAW1	
Q8ZVF7	Genome Annotation
Q926B4	Genome Annotation
Q927L6	Genome Annotation
Q927L9	Genome Annotation
Q928S1	
Q92A74	
Q92AU6	
Q92BP2	
Q92C24	Genome Annotation
Q92C55	
Q92CZ4	Genome Annotation
Q92D14	
Q92EP8	Genome Annotation
Q92F34	
Q92F70	Genome Annotation
Q92K10	Genome Annotation
Q92K54	Genome Annotation
Q92KQ7	Genome Annotation
Q92KY2	Genome Annotation
Q92KZ1	Genome Annotation
Q92LB1	Genome Annotation
Q92LK7	Genome Annotation
Q92M12	Genome Annotation
Q92M81	Genome Annotation
Q92M99	Genome Annotation
Q92MD1	Genome Annotation
Q92MX0	Genome Annotation
Q92NH9	Genome Annotation
Q92NQ1	Genome Annotation
Q92P76	Genome Annotation
Q92PH6	Genome Annotation
Q92Q54	Genome Annotation
Q92Q64	Genome Annotation
Q92Q74	Genome Annotation
Q92QQ3	Genome Annotation
Q92QW9	Genome Annotation
Q92R51	Genome Annotation
Q92R63	Genome Annotation
Q92S95	Genome Annotation
Q92SA9	Genome Annotation
Q92SE4	Genome Annotation
Q92SN6	Genome Annotation
Q92SW4	Genome Annotation
Q92SY9	Genome Annotation
Q92TA3	Genome Annotation
Q92TB0	Genome Annotation
Q92TC7	Genome Annotation
Q92TD5	Genome Annotation
Q92TF2	Genome Annotation
Q92TR1	Genome Annotation
Q92U49	Genome Annotation
Q92UG6	Genome Annotation
Q92V36	Genome Annotation
Q92V53	Genome Annotation
Q92W79	Genome Annotation
Q92WA9	Genome Annotation
Q92XE7	Genome Annotation
Q92Y59	Genome Annotation
Q92ZQ4	Genome Annotation
Q92ZS6	Genome Annotation
Q92ZY4	Genome Annotation
Q930Y6	Genome Annotation
Q93FE6	Genome Annotation
Q93IG6	Genome Annotation
Q93J44	
Q93KQ6	Genome Annotation
Q93RW6	
Q93UM1	Genome Annotation
Q97D25	Genome Annotation
Q97D48	Genome Annotation
Q97D91	Genome Annotation
Q97D94	Genome Annotation
Q97DB0	Genome Annotation
Q97DB2	Genome Annotation
Q97DT0	Genome Annotation
Q97EC4	Genome Annotation
Q97ED5	Genome Annotation
Q97EG6	Genome Annotation
Q97EG8	Genome Annotation
Q97EG9	Genome Annotation
Q97EH0	Genome Annotation
Q97EH3	Genome Annotation
Q97EH4	Genome Annotation
Q97EH5	Genome Annotation
Q97EI1	Genome Annotation
Q97EK6	Genome Annotation
Q97EM3	Genome Annotation
Q97ES0	Genome Annotation
Q97EU4	Genome Annotation
Q97EX5	Genome Annotation
Q97F13	Genome Annotation
Q97F85	Genome Annotation
Q97FM8	Genome Annotation
Q97FP8	Genome Annotation
Q97FT7	Genome Annotation
Q97GJ9	Genome Annotation
Q97GK5	Genome Annotation
Q97GM9	Genome Annotation
Q97GN4	Genome Annotation
Q97GY6	Genome Annotation
Q97HY8	Genome Annotation
Q97I34	Genome Annotation
Q97I38	Genome Annotation
Q97I46	Genome Annotation
Q97I51	Genome Annotation
Q97IG3	Genome Annotation
Q97IQ1	Genome Annotation
Q97IR8	Genome Annotation
Q97J91	Genome Annotation
Q97JL7	Genome Annotation
Q97JN1	Genome Annotation
Q97K67	Genome Annotation
Q97KG0	Genome Annotation
Q97KK8	Genome Annotation
Q97KM5	Genome Annotation
Q97L52	Genome Annotation
Q97M85	Genome Annotation
Q97MD0	Genome Annotation
Q97MP5	Genome Annotation
Q97TU9	Genome Annotation
Q97TV0	Genome Annotation
Q97TV2	Genome Annotation
Q97TW3	Genome Annotation
Q97TY6	Genome Annotation
Q97TZ0	Genome Annotation
Q97TZ1	Genome Annotation
Q97U00	Genome Annotation
Q97U07	Genome Annotation
Q97U12	Genome Annotation
Q97U18	Genome Annotation
Q97U20	Genome Annotation
Q97U21	Genome Annotation
Q97U29	Genome Annotation
Q97U42	Genome Annotation
Q97U46	Genome Annotation
Q97U51	Genome Annotation
Q97U58	Genome Annotation
Q97U72	Genome Annotation
Q97U73	Genome Annotation
Q97U76	Genome Annotation
Q97U78	Genome Annotation
Q97U84	Genome Annotation
Q97U90	Genome Annotation
Q97U96	Genome Annotation
Q97U97	Genome Annotation
Q97U98	Genome Annotation
Q97UA1	Genome Annotation
Q97UA2	Genome Annotation
Q97UA3	Genome Annotation
Q97UA6	Genome Annotation
Q97UA9	Genome Annotation
Q97UB2	Genome Annotation
Q97UD7	Genome Annotation
Q97UD8	Genome Annotation
Q97UE0	Genome Annotation
Q97UE2	Genome Annotation
Q97UE3	Genome Annotation
Q97UF7	Genome Annotation
Q97UF8	Genome Annotation
Q97UF9	Genome Annotation
Q97UG0	Genome Annotation
Q97UG3	Genome Annotation
Q97UH0	Genome Annotation
Q97UH8	Genome Annotation
Q97UH9	Genome Annotation
Q97UI2	Genome Annotation
Q97UI3	Genome Annotation
Q97UJ9	Genome Annotation
Q97UK0	Genome Annotation
Q97UK3	Genome Annotation
Q97UK8	Genome Annotation
Q97UK9	Genome Annotation
Q97UL4	Genome Annotation
Q97UL7	Genome Annotation
Q97UM6	Genome Annotation
Q97UM9	Genome Annotation
Q97UP0	Genome Annotation
Q97UP3	Genome Annotation
Q97UQ5	Genome Annotation
Q97UQ6	Genome Annotation
Q97UR0	Genome Annotation
Q97UR6	Genome Annotation
Q97UR7	Genome Annotation
Q97US0	Genome Annotation
Q97UU4	Genome Annotation
Q97UV0	Genome Annotation
Q97UV1	Genome Annotation
Q97UW2	Genome Annotation
Q97UW8	Genome Annotation
Q97UX1	Genome Annotation
Q97UX2	Genome Annotation
Q97UX8	Genome Annotation
Q97UY8	Genome Annotation
Q97V06	Genome Annotation
Q97V13	Genome Annotation
Q97V16	Genome Annotation
Q97V18	Genome Annotation
Q97V29	Genome Annotation
Q97V31	Genome Annotation
Q97V41	Genome Annotation
Q97V62	Genome Annotation
Q97V68	Genome Annotation
Q97V73	Genome Annotation
Q97V75	Genome Annotation
Q97V81	Genome Annotation
Q97V87	Genome Annotation
Q97V89	Genome Annotation
Q97V96	Genome Annotation
Q97V98	Genome Annotation
Q97V99	Genome Annotation
Q97VA3	Genome Annotation
Q97VC4	Genome Annotation
Q97VC5	Genome Annotation
Q97VD3	Genome Annotation
Q97VD4	Genome Annotation
Q97VD6	Genome Annotation
Q97VE6	Genome Annotation
Q97VE7	Genome Annotation
Q97VF2	Genome Annotation
Q97VG5	Genome Annotation
Q97VG6	Genome Annotation
Q97VH8	Genome Annotation
Q97VI0	Genome Annotation
Q97VI2	Genome Annotation
Q97VJ3	Genome Annotation
Q97VJ4	Genome Annotation
Q97VK3	Genome Annotation
Q97VK4	Genome Annotation
Q97VK5	Genome Annotation
Q97VK9	Genome Annotation
Q97VL0	Genome Annotation
Q97VL1	Genome Annotation
Q97VL5	Genome Annotation
Q97VL8	Genome Annotation
Q97VM3	Genome Annotation
Q97VM7	Genome Annotation
Q97VN6	Genome Annotation
Q97VP4	Genome Annotation
Q97VP5	Genome Annotation
Q97VP7	Genome Annotation
Q97VQ9	Genome Annotation
Q97VR2	Genome Annotation
Q97VS3	Genome Annotation
Q97VS4	Genome Annotation
Q97VS5	Genome Annotation
Q97VT1	Genome Annotation
Q97VT2	Genome Annotation
Q97VT3	Genome Annotation
Q97VT6	Genome Annotation
Q97VU1	Genome Annotation
Q97VU5	Genome Annotation
Q97VU8	Genome Annotation
Q97VV1	Genome Annotation
Q97VV3	Genome Annotation
Q97VV8	Genome Annotation
Q97VV9	Genome Annotation
Q97VW2	Genome Annotation
Q97VW8	Genome Annotation
Q97VX5	Genome Annotation
Q97VX8	Genome Annotation
Q97VY1	Genome Annotation
Q97VY2	Genome Annotation
Q97VZ4	Genome Annotation
Q97VZ8	Genome Annotation
Q97W06	Genome Annotation
Q97W13	Genome Annotation
Q97W17	Genome Annotation
Q97W23	Genome Annotation
Q97W24	Genome Annotation
Q97W25	Genome Annotation
Q97W32	Genome Annotation
Q97W36	Genome Annotation
Q97W41	Genome Annotation
Q97W47	Genome Annotation
Q97W49	Genome Annotation
Q97W59	Genome Annotation
Q97W61	Genome Annotation
Q97W70	Genome Annotation
Q97W71	Genome Annotation
Q97W78	Genome Annotation
Q97W81	Genome Annotation
Q97W82	Genome Annotation
Q97W83	Genome Annotation
Q97W91	Genome Annotation
Q97W95	Genome Annotation
Q97WA8	Genome Annotation
Q97WB3	Genome Annotation
Q97WB8	Genome Annotation
Q97WD0	Genome Annotation
Q97WD5	Genome Annotation
Q97WD9	Genome Annotation
Q97WE6	Genome Annotation
Q97WE9	Genome Annotation
Q97WG0	Genome Annotation
Q97WG1	Genome Annotation
Q97WH3	Genome Annotation
Q97WH8	Genome Annotation
Q97WH9	Genome Annotation
Q97WK7	Genome Annotation
Q97WK8	Genome Annotation
Q97WL2	Genome Annotation
Q97WL6	Genome Annotation
Q97WL7	Genome Annotation
Q97WM2	Genome Annotation
Q97WM9	Genome Annotation
Q97WN0	Genome Annotation
Q97WN7	Genome Annotation
Q97WP8	Genome Annotation
Q97WQ0	Genome Annotation
Q97WQ5	Genome Annotation
Q97WR4	Genome Annotation
Q97WS5	Genome Annotation
Q97WU1	Genome Annotation
Q97WU2	Genome Annotation
Q97WU6	Genome Annotation
Q97WW1	Genome Annotation
Q97WW6	Genome Annotation
Q97WW9	Genome Annotation
Q97WX0	Genome Annotation
Q97WX4	Genome Annotation
Q97WX8	Genome Annotation
Q97WY6	Genome Annotation
Q97WZ2	Genome Annotation
Q97WZ4	Genome Annotation
Q97X09	Genome Annotation
Q97X37	Genome Annotation
Q97X39	Genome Annotation
Q97X44	Genome Annotation
Q97X52	Genome Annotation
Q97X60	Genome Annotation
Q97X67	Genome Annotation
Q97X72	Genome Annotation
Q97X74	Genome Annotation
Q97XA1	Genome Annotation
Q97XA5	Genome Annotation
Q97XA6	Genome Annotation
Q97XA7	Genome Annotation
Q97XB1	Genome Annotation
Q97XC0	Genome Annotation
Q97XC5	Genome Annotation
Q97XC6	Genome Annotation
Q97XC8	Genome Annotation
Q97XD6	Genome Annotation
Q97XD7	Genome Annotation
Q97XD9	Genome Annotation
Q97XE5	Genome Annotation
Q97XF6	Genome Annotation
Q97XF7	Genome Annotation
Q97XG6	Genome Annotation
Q97XH2	Genome Annotation
Q97XI1	Genome Annotation
Q97XI8	Genome Annotation
Q97XK4	Genome Annotation
Q97XL4	Genome Annotation
Q97XM1	Genome Annotation
Q97XM2	Genome Annotation
Q97XP4	Genome Annotation
Q97XP6	Genome Annotation
Q97XQ5	Genome Annotation
Q97XR3	Genome Annotation
Q97XS3	Genome Annotation
Q97XS7	Genome Annotation
Q97XT1	Genome Annotation
Q97XU3	Genome Annotation
Q97XW1	Genome Annotation
Q97XW3	Genome Annotation
Q97XX0	Genome Annotation
Q97XX1	Genome Annotation
Q97XY1	Genome Annotation
Q97XZ2	Genome Annotation
Q97Y06	Genome Annotation
Q97Y07	Genome Annotation
Q97Y08	Genome Annotation
Q97Y09	Genome Annotation
Q97Y13	Genome Annotation
Q97Y15	Genome Annotation
Q97Y36	Genome Annotation
Q97Y38	Genome Annotation
Q97Y46	Genome Annotation
Q97Y47	Genome Annotation
Q97Y48	Genome Annotation
Q97Y57	Genome Annotation
Q97Y68	Genome Annotation
Q97Y74	Genome Annotation
Q97Y87	Genome Annotation
Q97Y93	Genome Annotation
Q97Y97	Genome Annotation
Q97Y98	Genome Annotation
Q97Y99	Genome Annotation
Q97YB0	Genome Annotation
Q97YB2	Genome Annotation
Q97YB3	Genome Annotation
Q97YC9	Genome Annotation
Q97YD1	Genome Annotation
Q97YD4	Genome Annotation
Q97YD5	Genome Annotation
Q97YD6	Genome Annotation
Q97YE7	Genome Annotation
Q97YE8	Genome Annotation
Q97YE9	Genome Annotation
Q97YF2	Genome Annotation
Q97YF6	Genome Annotation
Q97YG5	Genome Annotation
Q97YG8	Genome Annotation
Q97YH8	Genome Annotation
Q97YH9	Genome Annotation
Q97YJ4	Genome Annotation
Q97YJ5	Genome Annotation
Q97YJ9	Genome Annotation
Q97YK0	Genome Annotation
Q97YK2	Genome Annotation
Q97YK8	Genome Annotation
Q97YL9	Genome Annotation
Q97YM0	Genome Annotation
Q97YM2	Genome Annotation
Q97YM7	Genome Annotation
Q97YN5	Genome Annotation
Q97YP0	Genome Annotation
Q97YP2	Genome Annotation
Q97YP7	Genome Annotation
Q97YR3	Genome Annotation
Q97YR4	Genome Annotation
Q97YS5	Genome Annotation
Q97YS7	Genome Annotation
Q97YT0	Genome Annotation
Q97YU1	Genome Annotation
Q97YU5	Genome Annotation
Q97YU9	Genome Annotation
Q97YW1	Genome Annotation
Q97YW4	Genome Annotation
Q97YW8	Genome Annotation
Q97YW9	Genome Annotation
Q97YX0	Genome Annotation
Q97YX5	Genome Annotation
Q97YY1	Genome Annotation
Q97YY2	Genome Annotation
Q97YY4	Genome Annotation
Q97YZ1	Genome Annotation
Q97YZ3	Genome Annotation
Q97Z02	Genome Annotation
Q97Z09	Genome Annotation
Q97Z10	Genome Annotation
Q97Z11	Genome Annotation
Q97Z17	Genome Annotation
Q97Z20	Genome Annotation
Q97Z24	Genome Annotation
Q97Z26	Genome Annotation
Q97Z29	Genome Annotation
Q97Z35	Genome Annotation
Q97Z40	Genome Annotation
Q97Z43	Genome Annotation
Q97Z45	Genome Annotation
Q97Z53	Genome Annotation
Q97Z57	Genome Annotation
Q97Z59	Genome Annotation
Q97Z79	Genome Annotation
Q97Z82	Genome Annotation
Q97Z93	Genome Annotation
Q97Z97	Genome Annotation
Q97ZA1	Genome Annotation
Q97ZA7	Genome Annotation
Q97ZB7	Genome Annotation
Q97ZC3	Genome Annotation
Q97ZC6	Genome Annotation
Q97ZD1	Genome Annotation
Q97ZD3	Genome Annotation
Q97ZD5	Genome Annotation
Q97ZD8	Genome Annotation
Q97ZF0	Genome Annotation
Q97ZF2	Genome Annotation
Q97ZF3	Genome Annotation
Q97ZH1	Genome Annotation
Q97ZH6	Genome Annotation
Q97ZH9	Genome Annotation
Q97ZI0	Genome Annotation
Q97ZI3	Genome Annotation
Q97ZI7	Genome Annotation
Q97ZJ8	Genome Annotation
Q97ZK9	Genome Annotation
Q97ZL5	Genome Annotation
Q97ZL6	Genome Annotation
Q97ZL7	Genome Annotation
Q97ZM3	Genome Annotation
Q97ZM5	Genome Annotation
Q97ZN2	Genome Annotation
Q97ZN6	Genome Annotation
Q97ZN9	Genome Annotation
Q97ZQ3	Genome Annotation
Q97ZR7	Genome Annotation
Q97ZS9	Genome Annotation
Q97ZT4	Genome Annotation
Q97ZT9	Genome Annotation
Q97ZU7	Genome Annotation
Q97ZV2	Genome Annotation
Q97ZV3	Genome Annotation
Q97ZV8	Genome Annotation
Q97ZV9	Genome Annotation
Q97ZW1	Genome Annotation
Q97ZX0	Genome Annotation
Q97ZX2	Genome Annotation
Q97ZX8	Genome Annotation
Q97ZY3	Genome Annotation
Q97ZY7	Genome Annotation
Q97ZZ1	Genome Annotation
Q97ZZ8	Genome Annotation
Q97ZZ9	Genome Annotation
Q980A0	Genome Annotation
Q980A4	Genome Annotation
Q980A8	Genome Annotation
Q980B8	Genome Annotation
Q980B9	Genome Annotation
Q980D1	Genome Annotation
Q980D8	Genome Annotation
Q980E2	Genome Annotation
Q980E7	Genome Annotation
Q980F6	Genome Annotation
Q980G2	Genome Annotation
Q980G7	Genome Annotation
Q980G9	Genome Annotation
Q980H3	Genome Annotation
Q980I2	Genome Annotation
Q980I5	Genome Annotation
Q980I7	Genome Annotation
Q980J0	Genome Annotation
Q980J5	Genome Annotation
Q980L1	Genome Annotation
Q980L3	Genome Annotation
Q980L7	Genome Annotation
Q980M3	Genome Annotation
Q980M9	Genome Annotation
Q980N3	Genome Annotation
Q980N7	Genome Annotation
Q980P7	Genome Annotation
Q980Q1	Genome Annotation
Q980Q4	Genome Annotation
Q980R1	Genome Annotation
Q980R2	Genome Annotation
Q980R6	Genome Annotation
Q980S0	Genome Annotation
Q980S2	Genome Annotation
Q980S7	Genome Annotation
Q980T0	Genome Annotation
Q980U0	Genome Annotation
Q980U1	Genome Annotation
Q980U3	Genome Annotation
Q980U7	Genome Annotation
Q980U8	Genome Annotation
Q980U9	Genome Annotation
Q980V2	Genome Annotation
Q980X3	Genome Annotation
Q980X4	Genome Annotation
Q980X8	Genome Annotation
Q980X9	Genome Annotation
Q980Y0	Genome Annotation
Q980Y4	Genome Annotation
Q980Y8	Genome Annotation
Q980Z1	Genome Annotation
Q980Z6	Genome Annotation
Q981A5	Genome Annotation
Q981A9	Genome Annotation
Q981B2	Genome Annotation
Q981B7	Genome Annotation
Q981D4	Genome Annotation
Q981D6	Genome Annotation
Q981E0	Genome Annotation
Q981E3	Genome Annotation
Q9ADG7	
Q9ADJ6	
Q9ADK0	Genome Annotation
Q9ADK2	Genome Annotation
Q9ADP6	
Q9AFI5	Genome Annotation
Q9AGE6	Genome Annotation
Q9AGE7	Genome Annotation
Q9AK59	
Q9CDG1	Genome Annotation
Q9CDH4	Genome Annotation
Q9CDI3	Genome Annotation
Q9CDL0	Genome Annotation
Q9CDL9	Genome Annotation
Q9CDN0	Genome Annotation
Q9CDR5	Genome Annotation
Q9CDT0	Genome Annotation
Q9CDW4	Genome Annotation
Q9CDX0	Genome Annotation
Q9CDY4	Genome Annotation
Q9CE23	Genome Annotation
Q9CE47	Genome Annotation
Q9CE78	Genome Annotation
Q9CED4	Genome Annotation
Q9CEF2	Genome Annotation
Q9CEF5	Genome Annotation
Q9CEH0	Genome Annotation
Q9CEH7	Genome Annotation
Q9CEI5	Genome Annotation
Q9CER9	Genome Annotation
Q9CEV7	Genome Annotation
Q9CEX2	Genome Annotation
Q9CEX3	Genome Annotation
Q9CEX6	Genome Annotation
Q9CEX8	Genome Annotation
Q9CEZ8	Genome Annotation
Q9CF22	Genome Annotation
Q9CF28	Genome Annotation
Q9CFX5	Genome Annotation
Q9CFX8	Genome Annotation
Q9CG49	Genome Annotation
Q9CGA7	Genome Annotation
Q9CGD4	Genome Annotation
Q9CGH2	Genome Annotation
Q9CGW5	Genome Annotation
Q9CGX8	Genome Annotation
Q9CGY3	Genome Annotation
Q9CH12	Genome Annotation
Q9CHC7	Genome Annotation
Q9CHE9	Genome Annotation
Q9CHN6	Genome Annotation
Q9CHT3	Genome Annotation
Q9CHU7	Genome Annotation
Q9CHV6	Genome Annotation
Q9CHY3	Genome Annotation
Q9CIC7	Genome Annotation
Q9CID7	Genome Annotation
Q9CID9	Genome Annotation
Q9CIH5	Genome Annotation
Q9CIH6	Genome Annotation
Q9CIL0	Genome Annotation
Q9CIM0	Genome Annotation
Q9CIW1	Genome Annotation
Q9CJ64	Genome Annotation
Q9CJ71	Genome Annotation
Q9CJ83	Genome Annotation
Q9EWG2	
Q9EWG5	
Q9EWX7	Genome Annotation
