Protein	Accession
P72870	BAA16882
P72871	BAA16886
P72877	BAA16887
P72878	N/A
P72884	N/A
P72899	N/A
P72932	N/A
P72937	N/A
P72940	N/A
P72954	BAA16957
P72965	N/A
P72990	BAA16983
P72998	N/A
P73008	N/A
P73010	N/A
P73020	N/A
P73035	N/A
P73040	N/A
P73053	N/A
P73067	BAA17074
P73091	BAA17089
P73093	N/A
P73117	N/A
P73120	N/A
P73122	N/A
P73127	N/A
P73152	BAA17153
P73153	BAA17178
P73154	N/A
P73173	N/A
P73193	N/A
P73202	N/A
P73203	BAA17228
P73204	BAA17229
P73207	BAA17230
P73210	N/A
P73218	N/A
P73240	N/A
P73243	N/A
P73253	N/A
P73257	N/A
P73273	BAA17284
P73274	N/A
P73282	BAA17302
P73290	N/A
P73292	BAA17318
P73294	BAA17320
P73299	BAA17322
P73304	BAA17327
P73305	BAA17333
P73307	BAA17334
P73308	BAA17336
P73314	BAA17337
P73315	BAA17343
P73317	BAA17344
P73318	BAA17346
P73321	BAA17347
P73334	BAA17350
P73370	BAA17364
P73374	N/A
P73375	BAA17405
P73376	N/A
P73380	BAA17407
P73393	N/A
P73404	N/A
P73409	N/A
P73411	N/A
P73412	BAA17451
P73418	BAA17452
P73419	BAA17458
P73451	N/A
P73452	BAA17491
P73455	BAA17492
P73458	BAA17495
P73469	N/A
P73487	BAA17509
P73488	N/A
P73501	N/A
P73505	N/A
P73530	BAA17545
P73534	BAA17570
P73545	BAA17574
P73552	BAA17585
P73553	N/A
P73563	BAA17593
P73580	N/A
P73581	BAA17620
P73583	N/A
P73589	N/A
P73592	N/A
P73596	N/A
P73597	N/A
P73607	N/A
P73609	N/A
P73617	N/A
P73632	BAA17662
P73648	BAA17677
P73652	BAA17693
P73654	N/A
P73701	N/A
P73704	N/A
P73705	N/A
P73707	N/A
P73721	N/A
P73722	N/A
P73728	BAA17770
P73736	BAA17776
P73746	N/A
P73755	N/A
P73765	BAA17807
P73801	N/A
P73810	BAA17855
P73821	BAA17864
P73823	BAA17878
P73824	N/A
P73826	BAA17881
P73833	BAA17883
P73834	BAA17890
P73849	N/A
P73866	BAA17908
P73867	BAA17928
P73876	BAA17929
P73886	N/A
P73922	N/A
P73926	BAA17988
P73930	N/A
P73933	BAA17996
P73953	BAA17999
P73954	N/A
P73960	BAA18021
P73973	BAA18028
P73982	N/A
P73985	N/A
P73998	N/A
P74002	N/A
P74007	BAA18073
P74020	BAA18078
P74027	N/A
P74044	N/A
P74057	N/A
P74074	N/A
P74078	N/A
P74102	BAA18156
P74106	BAA18188
P74122	BAA18192
P74126	BAA18208
P74135	BAA18212
P74142	N/A
P74153	BAA18228
P74157	N/A
P74175	N/A
P74176	N/A
P74182	N/A
P74184	N/A
P74186	N/A
P74189	N/A
P74195	N/A
P74210	N/A
P74214	N/A
P74216	BAA18306
P74226	N/A
P74227	BAA18320
P74229	BAA18321
P74230	BAA18323
P74233	BAA18324
P74236	N/A
P74241	N/A
P74242	BAA18335
P74251	N/A
P74275	N/A
P74281	N/A
P74282	N/A
P74296	N/A
P74297	BAA18390
P74299	BAA18391
P74305	BAA18393
P74308	N/A
P74309	BAA18402
P74314	BAA18403
P74326	N/A
P74334	N/A
P74335	BAA18428
P74339	N/A
P74350	N/A
P74352	N/A
P74360	BAA18446
P74361	BAA18455
P74390	BAA18456
P74409	N/A
P74413	BAA18507
P74419	N/A
P74421	N/A
P74426	BAA18521
P74427	N/A
P74433	N/A
P74444	N/A
P74447	N/A
P74448	N/A
P74450	N/A
P74451	N/A
P74457	N/A
P74461	BAA18558
P74463	N/A
P74466	N/A
P74474	BAA18567
P74485	N/A
P74486	N/A
P74494	N/A
P74499	BAA18596
P74503	N/A
P74507	BAA18607
P74510	BAA18611
P74512	N/A
P74518	N/A
P74534	BAA18622
P74537	N/A
P74541	N/A
P74551	N/A
P74566	BAA18658
P74572	N/A
P74582	BAA18679
P74618	BAA18689
P74640	BAA18726
P74643	N/A
P74658	N/A
P74662	N/A
P74667	BAA18780
P74682	BAA18785
P74689	N/A
P74690	BAA18807
P74694	BAA18808
P74698	N/A
P74702	N/A
P74713	N/A
P74720	N/A
P74729	N/A
P74737	N/A
P74739	BAA18857
P74745	BAA18859
P74747	BAA18865
P74749	N/A
P74754	N/A
P74769	N/A
P74772	N/A
P74776	N/A
P74781	N/A
P75033	N/A
P75039	MPN_153
P75049	MPN_078
P75050	Saci_0061
P75061	BSU02900
P75080	Rv2570
P75089	BSU16090
P75090	MPN_067
P75093	MPN_024
P75120	Rv1276c
P75136	MPN_020
P75159	MPN_655
P75161	Rv1028c
P75170	L121483
P75172	Rv2220
P75187	Saci_2128
P75205	SMa0707
P75206	SSO3240
P75207	Rv3014c
P75223	MPN_638
P75231	BSU36630
P75245	SSO11196
P75250	SSO2732
P75258	Saci_1807
P75264	MPN_555
P75271	MPN_134
P75277	MPN_515
P75293	Saci_1431
P75301	MPN_509
P75309	Saci_1326
P75310	MPN_484
P75313	MPN_474
P75344	Saci_1227
P75353	MPN_470
P75354	MPN_121
P75358	Saci_1169
P75359	Saci_1160
P75376	MPN_119
P75386	LH57_02250;;Rv0421c
P75390	Saci_1133
P75393	Saci_1102
P75394	MPN_408
P75426	MPN_389
P75465	MPN_353
P75469	MPN_316
P75470	MPN_312
P75482	MPN_311
P75493	MPN_295
P75497	Rv2830c
P75512	MPN_284
P75518	MPN_263
P75525	BAD70095
P75526	Saci_0662
P75533	BSU36230
P75542	MPN_256
P75543	MPN_229
P75560	MPN_321
P75569	MPN_228
P75575	Saci_0432
P75591	MPN_207
P75691	MPN_154
P75694	b0325;;BAE76108
P75736	b0329;;BAE76112
P75809	b0686;;BAA35335
P75818	b0844;;BAA35548
P75821	b0865;;BAA35579
P75949	b0868;;BAA35582
P76001	b1107;;BAA35914
P76014	b1177;;BAA36011
P76015	b1199;;BAA36056
P76072	b1200;;BAA36057
P76143	b1372;;BAA14966
P76182	b1517;;BAE76457
P76194	b1630;;BAE76487
P76268	b1679;;BAE76500
P76290	b1827;;BAA15635
P76387	b1870;;BAA15680
P76396	b2060;;BAA15913
P76398	b2073;;BAE76580
P76402	b2075;;BAA15929
P76536	b2080;;BAE76581
P76541	b2431;;BAE76711
P76552	b2439;;BAE76715
P76558	b2452;;BAA16330
P76576	b2463;;BAA16337
P77172	b2513;;BAA16399
P77173	b2503;;BAA16393
P77285	b2412;;BAA16284
P77318	b1631;;BAA15385
P77365	b1498;;BAA15169
P77376	b0251;;BAA77920
P77395	b1624;;BAA15375
P77402	b0492;;BAE76271
P77504	b1696;;BAA15465
P77510	b0496;;BAE76275
P77522	b0619;;BAA35255
P77552	b1683;;BAA15454
P77554	b1664;;BAA15431
P77598	b0324;;BAE76107
P77625	b0558;;BAE76334
P77627	b2293;;BAA16129
P77650	b0645;;BAA35292
P77674	b2542;;BAA16445
P77756	b1444;;BAA15073
P77804	b0444;;BAE76224
P77961	b1614;;BAA15362
P77962	BAA17055
P77965	BAA17124
P77968	BAA17365
P77970	BAA18027
P77972	N/A
P77973	BAA18749
P78010	Saci_0545
P78012	MPN_629
P78018	MPN_573
P78022	BAA18841
P78027	LH57_17890;;Rv3272
P78028	LH57_17955;;Rv3285
P78032	MPN_352
P78285	MPN_261
P80046	b0555;;BAE76330
P80239	Cj0715
P80240	Cj0559
P80244	Cj0373
P80505	BAA16835
P80507	BAA18633
P80643	Saci_0058
P80698	BSU15920
P80700	Moth_1474
P80858	BSU16500
P80859	Rv1539
P80860	BSU23860
P80865	Rv2140c
P80866	Rv1898
P80868	BSU32710
P80870	Rv0634A
P80871	Rv1448c
P80875	Rv0006
P80877	BAA18431
P80879	MPN_053
P80885	BSU13180
P80886	MPN_034
P80918	BSU29180
P80920	N/A
P80921	N/A
P80922	N/A
P80923	N/A
P81100	Rv3223c
P81101	Rv0505c
P81102	BSU16520
P81181	BSU19550
P94335	L0012
P94360	BAB99550;;cg2368
P94364	Rv0490
P94400	PSPTO_3831
P94409	BSU03360
P94417	Rv0491
P94425	Rv1605
P94459	BSU03680
P94521	Saci_2362
P94534	Rv1080c
P94538	BSU18310
P94547	Saci_2187
P94549	Saci_2182
P94565	BSU28650
P94592	Rv3569c
P94996	BSU28280
P95017	Rv1661
P95029	LH57_13895;;Rv2536
P95032	LH57_13830;;Rv2524c
P95034	MT0714
P95087	LH57_03715;;Rv0688
P95090	Rv3071
P95125	SSO2571
P95137	MT3153
P95144	LH57_16110;;Rv2955c
P95172	Rv1871c
P95185	SSO6418
P95186	Saci_1648
P95189	Saci_1603
P95197	BAB42970
P95217	LH57_17220;;Rv3154
P95225	LH57_01425;;Rv0260c
P95257	LH57_01465;;Rv0268c
P95290	Rv1957
P95690	MPN_475
P95691	Saci_1315
P95867	Saci_1306
P95871	Rv1923
P95879	SSO2098
P95907	Saci_1261
P95931	BAD71310
P95949	Saci_1245
P95957	Saci_1239
P95968	SSO2105
P95970	Saci_1221
P95979	Saci_1214
P95980	SSO0093
P95991	RPA2164
P96041	Saci_1197
P96076	SSO0079
P96217	TT_C1381
P96218	LH57_21040;;Rv3860
P96258	Rv3859c
P96267	BSU08730
P96270	LH57_02200;;Rv0412c
P96271	Rv0424c
P96284	LH57_02270;;Rv0425c
P96285	Rv2947c
P96288	Rv2946c
P96291	MT3015
P96353	MT3010
P96356	LH57_05740;;Rv1048c
P96374	LH57_05600;;Rv1026
P96396	Saci_1024
P96399	Saci_1027
P96404	Saci_1006
P96409	LH57_05720;;Rv1045
P96502	Rv0227c
P96585	BSU35390
P96596	BSU04280
P96611	Saci_0882
P96613	Rv1771
P96615	Rv0639
P96619	Saci_0706
P96625	BSU04630
P96679	BSU04390
P96683	BSU05350
P96686	MPN_247
P96692	BSU05420
P96701	BSU05390
P96716	Saci_0640
P96718	BSU36250
P96722	BSU05580
P96805	Saci_0634
P96812	BSU36190
P96824	Saci_0588
P96868	LH57_00755;;Rv0135c
P96872	Rv3263
P96874	Rv3267
P96876	LH57_17875;;Rv3269
P96877	LH57_07670;;Rv1400c
P96878	LH57_17885;;Rv3271c
P96890	MPN_324
P96923	Rv3273
P97152	LH57_03410;;Rv0633c
P99175	Rv3583c
P9WF13	Saci_0474
P9WF14	N/A
P9WF15	MT3272
P9WF19	Saci_0373
P9WF23	Saci_0363
P9WF27	Saci_0353
P9WF29	Rv1375
P9WF45	Saci_0325
P9WFB1	Saci_0306
P9WFC9	Saci_0299
P9WFD3	Rv3181c
P9WFD7	Rv3134c
P9WFD9	Rv2623
P9WFG2	Rv2028c
P9WFG3	MT1873
P9WFG9	Rv1825
P9WFH5	Rv0813c
P9WFH7	Rv3767c
P9WFI4	Rv1896c
P9WFI5	MT0756
P9WFK0	Rv0731c
P9WFK9	PA1589
P9WFL3	Rv1617
P9WFM7	Rv1389
P9WFN1	Rv0795;;Rv1370c;;Rv1757c;;Rv1763;;Rv2105;;Rv2168c;;Rv2278;;Rv2354;;Rv2480c;;Rv2648;;Rv2815c;;Rv3184;;Rv3186;;Rv3325;;Rv3381c;;Rv3474
P9WFQ0	MT0664
P9WFQ1	BSU16100
P9WFR1	MT1949
P9WFS2	Rv2958c
P9WFS3	BSU01120
P9WFW9	Rv1491c
P9WFX5	Rv3215
P9WFX7	MT1538
P9WFZ1	Saci_1596
P9WFZ7	Rv2118c
P9WG05	Rv1283c
P9WG17	Rv0929
P9WG33	Rv0072
P9WG38	Rv1611
P9WG39	BSU35990
P9WG45	Rv1820
P9WG47	Rv3403c
P9WG48	MT1868
P9WG49	MT3749
P9WG74	Rv3646c
P9WG75	BSU30650
P9WG86	MT0427
P9WG87	MT1289
P9WGA0	Rv1250
P9WGA1	MPN_025
P9WGC3	Rv2094c
P9WGC7	Rv3284
P9WGD5	Rv0952
P9WGD8	MT2155
P9WGD9	LH57_13145;;Rv2406c
P9WGE1	Rv2012
P9WGE7	Rv3687c
P9WGF2	MT2989
P9WGF3	BSU15420
P9WGF9	Rv2922c
P9WGG5	MT2990
P9WGH8	Rv0182c
P9WGH9	Rv2402
P9WGI1	MT3320
P9WGJ3	BSU02890
P9WGJ4	Rv2703
P9WGJ5	MT2206
P9WGK1	Rv2147c
P9WGK3	Rv2027c
P9WGK4	Rv3132c
P9WGK5	BSU38810
P9WGK8	MT0509
P9WGK9	MT3343
P9WGL3	BSU36650
P9WGL5	Rv3245c
P9WGL7	MPN_636
P9WGL9	Rv2611c
P9WGM0	Rv3220c
P9WGM1	Rv1287
P9WGM3	Rv3133c
P9WGM5	Rv0350
P9WGM7	Rv2031c
P9WGM9	BSU15430
P9WGN1	BSU01700
P9WGN7	MT0926
P9WGN8	Rv0638
P9WGN9	MT2663
P9WGP5	Saci_2350
P9WGQ1	Saci_2336
P9WGR0	Rv2586c
P9WGR1	SSO0641
P9WGR9	Rv1422
P9WGS1	Rv1099c
P9WGT2	MT1531
P9WGT3	Rv3012c
P9WGT9	Saci_2191
P9WGV2	MT1530
P9WGV3	BSU28560
P9WGY8	MT3346
P9WGY9	BSU28540
P9WGZ1	MT0695
P9WH05	Rv3457c
P9WH07	SMc02100
P9WH34	Rv1253
P9WH35	CA_C3012
P9WH37	Saci_2022
P9WH41	Rv0707
P9WH42	MT3565
P9WH43	SSO3214
P9WH45	Rv1630
P9WH48	MT1666
P9WH49	SSO3148
P9WH51	SSO3117
P9WH53	MT0061
P9WH82	Rv2909c
P9WH83	MPN_547
P9WH87	SSO3039
P9WHA1	SSO2998
P9WHA7	Rv1298
P9WHB3	SSO2962
P9WHB7	SSO2891
P9WHC1	MT0742
P9WHC7	MPN_533
P9WHD1	SSO2754
P9WHD2	Rv0706
P9WHD3	SSO2697
P9WHE0	MT3563
P9WHE1	SSO2357
P9WHF3	SSO2182
P9WHG1	SSO1968
P9WHG9	SSO1834
P9WHI9	RPA4679
P9WHJ5	MT3548
P9WHK5	MPN_520
P9WHK7	Saci_1793
P9WHM1	SSO1303
P9WHN5	Rv2050
P9WHP5	SSO1007
P9WHQ1	Rv0969
P9WHR1	Rv2111c
P9WHS1	LH57_09370;;Rv1719
P9WHT2	Rv2625c
P9WHT3	MT2269
P9WHU1	SSO0143
P9WHU7	Saci_1617
P9WHV0	Rv2213
P9WHV1	L0377
P9WHV7	Saci_1514
P9WHW3	Rv2244
P9WHW5	MT2500
P9WI27	Rv0018c
P9WI41	Rv1168c
P9WI47	Rv0442c
P9WI48	Rv0256c
P9WI49	MT0105
P9WI55	Saci_1537
P9WI62	Rv0096
P9WI63	MT2232
P9WI64	Rv2176
P9WI65	MT3165
P9WI66	Rv3080c
P9WI67	MT2149
P9WI69	Rv2088
P9WI70	Rv2914c
P9WI71	MT1304
P9WI72	Rv1266c
P9WI73	MT0423
P9WI74	Rv0410c
P9WI75	MT1788
P9WI76	Rv1746
P9WI77	MT1785
P9WI78	Rv1743
P9WI79	MT0958
P9WI80	Rv0931c
P9WI81	MT0017
P9WI82	Rv0014c
P9WI83	MT0018
P9WIA1	Saci_1132
P9WIC5	Rv2234
P9WIC7	Saci_1126
P9WID5	EF_1202
P9WIE3	Saci_1111
P9WIE5	Rv2238c
P9WIF8	Rv0015c
P9WIF9	MT1097
P9WIG1	Rv1068c
P9WIG4	Rv0747
P9WIG5	N/A
P9WIH2	Rv1759c
P9WIH3	Rv0211
P9WII8	MT0221
P9WII9	Rv2606c
P9WIJ9	MT2681
P9WIM7	Rv3917c
P9WIM9	Rv1078
P9WIN1	Saci_0982
P9WIP3	Rv2702
P9WIP7	Rv0040c
P9WIP9	Rv3597c
P9WIR7	Rv0475
P9WIS5	Rv1860
P9WIT2	Rv1248c
P9WIT3	Saci_0747
P9WIT5	MT1821
P9WIU9	BSU04570
P9WIW3	Rv3921c
P9WIW7	Saci_0717
P9WIX7	Rv0083
P9WIZ7	Rv3908
P9WIZ9	Rv3131
P9WJ07	Rv2032
P9WJ09	Rv0909
P9WJ41	Rv0298
P9WJ68	Rv0239
P9WJ69	MT3318
P9WJ85	Rv3221A
P9WJ94	Rv2063
P9WJ95	MT0357.1
P9WJ96	Rv0343
P9WJ97	MT0356
P9WJA3	Saci_0553
P9WJA8	Rv0341
P9WJA9	MT1875
P9WJB5	Rv1827
P9WJB7	Rv0019c
P9WJB9	Rv3849
P9WJC3	Rv3880c
P9WJC4	Rv3878
P9WJC5	MT3990
P9WJD9	Rv3876
P9WJG3	MPN_208
P9WJG5	Rv3881c
P9WJH6	Rv0901
P9WJH7	Saci_0460
P9WJK2	MT2521
P9WJK3	MT4029
P9WJL7	Saci_0422
P9WJM3	Saci_0411
P9WJP1	Rv0091
P9WJQ7	Saci_0394
P9WJQ9	Saci_0378
P9WJR9	Saci_0375
P9WJT0	Rv3910
P9WJT1	MT2254
P9WJT8	Rv2198c
P9WJT9	MT0212
P9WJU0	Rv0202c
P9WJU1	MT1220
P9WJV4	Rv1183
P9WJV5	MT0216
P9WJX5	Rv0206c
P9WJY9	Saci_0162
P9WK07	Rv0849
P9WK13	Saci_0127
P9WK17	Rv1240
P9WK24	Rv1133c
P9WK25	Saci_0078
P9WK46	MT2394
P9WK47	MT1415
P9WK55	Rv1368
P9WK87	Saci_0024
P9WK89	Rv1270c
P9WK93	Rv1592c
P9WK95	MPN_193
P9WK99	MPN_598
P9WKA4	Rv1614
P9WKA5	MT3848
P9WKD0	Rv3740c
P9WKD1	SMc00947
P9WKD3	Rv0016c
P9WKD9	Rv2068c
P9WKE5	N/A
P9WKE8	MT0019
P9WKE9	Rv3193c
P9WKF4	MT1434
P9WKF5	BAD70074
P9WKG3	Saci_2081
P9WKH1	Rv2868c
P9WKH5	Rv3398c
P9WKI3	MT0757
P9WKK3	Rv1843c
P9WKL9	Rv3462c
P9WKM1	Rv0968
P9WKP5	Rv0966c
P9WKQ4	Rv0898c
P9WKQ5	MT0908
P9WKR5	Rv0885
P9WKS5	Rv2192c
P9WKT1	Rv0876c
P9WKT7	Rv0502
P9WKU2	Rv0500A
P9WKU3	MT0517
P9WKV6	Rv0497
P9WKV7	MT0497
P9WKV9	Rv0479c
P9WKW5	Rv0477
P9WKX3	Rv3835
P9WKZ5	Rv0005
P9WL07	Rv3780
P9WL15	Rv3127
P9WL20	Rv2927c
P9WL21	MT2985
P9WL61	Rv2917
P9WL91	Rv0414c
P9WLH5	Rv2632c
P9WLI1	Rv2228c
P9WLI5	Rv2219
P9WLI8	Rv2206
P9WLI9	MT2253
P9WLK1	Rv2197c
P9WLK3	Rv2084
P9WLK5	Rv2083
P9WLM1	Rv2081c
P9WLM3	Rv2921c
P9WLN6	Rv2030c
P9WLN7	MT2056
P9WLP5	Rv2000
P9WLQ2	Rv1993c
P9WLQ3	N/A
P9WLT1	Rv1954c
P9WLT5	Rv1708
P9WLW5	Rv1591
P9WLZ6	Rv1507c
P9WLZ7	MT1410
P9WM02	Rv1364c
P9WM03	MT1405
P9WM21	Rv1360
P9WM25	Rv1337
P9WM30	Rv1332
P9WM31	MT1343
P9WM43	Rv1303
P9WM59	Rv1271c
P9WM83	Rv1109c
P9WMA6	Rv0569
P9WMA7	MT0007
P9WMB5	Rv3143
P9WMC1	Rv0007
P9WME1	Rv3855
P9WME3	BSU03790
P9WME7	Rv0196
P9WMF9	Rv0903c
P9WMH1	Rv1828
P9WMH3	Rv1626
P9WMH9	Rv3676
P9WMI9	Rv0474
P9WMJ7	Rv1994c
P9WMJ9	Rv2299c
P9WMK0	Rv2711
P9WMK1	Rv0844c
P9WMK7	MT2090
P9WML1	Rv3246c
P9WML8	Rv2986c
P9WML9	MT1637
P9WMM3	Cj0612c
P9WMN4	Rv1601
P9WMN5	BSU03870
P9WMN9	Rv2204c
P9WMQ1	Rv0524
P9WMQ6	MT2260
P9WMQ7	MPN_625
P9WMQ9	Saci_2366
P9WMR1	MT3051
P9WMS5	Rv2092c
P9WMT4	Rv3376
P9WMT5	Rv1856c
P9WMT9	Saci_2326
P9WMU0	MT0366
P9WMU1	BSU28690
P9WMU4	MT2204
P9WMU5	Saci_2313
P9WMV1	MT1465
P9WMW1	Rv1350
P9WN21	Saci_2302
P9WN26	Rv0891c
P9WN27	Saci_2297
P9WN31	Saci_2288
P9WN39	Saci_2269
P9WN40	MT2279
P9WN41	Saci_2250
P9WN47	Saci_2241
P9WN51	Saci_2223
P9WN59	Saci_2220
P9WN83	MT3546
P9WN93	Saci_2211
P9WN95	Saci_2198
P9WN97	Rv1436
P9WN99	Rv0932c
P9WNA0	Rv2154c
P9WNA1	MT2210
P9WNA2	Rv2151c
P9WNA3	MT2819
P9WND5	Rv0667
P9WNE5	Saci_2154
P9WNF5	SM_b21438
P9WNG2	Rv2748c
P9WNG3	MPN_608
P9WNG9	Rv0533c
P9WNH1	Rv3028c
P9WNH5	Saci_2134
P9WNI1	MT0557
P9WNI3	SMc04360
P9WNI5	SMc01613
P9WNJ3	Rv3890c
P9WNJ7	SMc00605
P9WNJ9	SMc02217
P9WNK5	SMc00415
P9WNK7	SMc02881
P9WNK9	SM_b20452
P9WNM5	Rv1793
P9WNM9	CA_C3589
P9WNN0	Rv1286
P9WNN1	CA_C2856
P9WNN7	Saci_2041
P9WNN9	CA_C0959
P9WNP1	Saci_2025
P9WNP5	Rv0905
P9WNP9	MT0713
P9WNQ1	Rv1795
P9WNQ3	Rv3448
P9WNR1	Rv0290
P9WNU7	Rv3450c
P9WNV1	Saci_1991
P9WNV3	Rv2097c
P9WNV5	MPN_571
P9WNV8	Rv0938
P9WNV9	SSO3124
P9WNW3	MT0367
P9WNX2	Rv0001
P9WNX3	MT3074
P9WNY0	Rv2996c
P9WNY1	Rv0716
P9WNZ0	MT0474
P9WNZ1	Saci_1934
P9WP13	MT1436
P9WP15	Rv1261c
P9WP37	Rv0709
P9WP49	SSO2978
P9WP59	Rv0967
P9WP65	Rv3547
P9WP67	Rv2441c
P9WP71	SSO2934
P9WP77	Rv0805
P9WPA2	Rv1173
P9WPA3	MT1667
P9WPB3	SSO2774
P9WPB5	SSO2761
P9WPC4	Rv1631
P9WPC5	SSO2738
P9WPC9	Rv2461c
P9WPD0	MT2536
P9WPD1	SSO2708
P9WPD4	MT0397
P9WPD5	Saci_1857
P9WPE4	MT0920
P9WPE5	SSO2554
P9WPE6	MT3527
P9WPE7	Saci_1836
P9WPE8	MT0456
P9WPE9	SSO1992
P9WPH8	MT3526
P9WPH9	MT3981
P9WPI2	Rv3868
P9WPI3	MT0295
P9WPI9	Rv0282
P9WPJ5	Rv2883c
P9WPL9	Rv2232
P9WPN5	RPA3001
P9WPQ3	SSO1418
P9WPQ7	Saci_1738
P9WPR8	Rv1880c
P9WPR9	MT1533.2
P9WPS2	Rv1488
P9WPS3	SSO0929
P9WPS4	MT0997
P9WPS5	MT0116
P9WPU1	Rv0107c
P9WPU5	Saci_1667
P9WPV3	Rv0092
P9WPW7	SSO0472
P9WPX3	Rv1658
P9WPZ3	SSO0420
P9WQ01	Saci_1654
P9WQ17	Rv1307
P9WQ27	Saci_1644
P9WQ29	Rv1327c
P9WQ61	Rv1320c
P9WQ62	Rv2948c
P9WQ71	Saci_1578
P9WQ97	Saci_1572
P9WQ99	Saci_1555
P9WQA3	Saci_1541
P9WQA5	Rv0363c
P9WQB3	MT2451
P9WQD7	L178303
P9WQF2	Rv3710
P9WQF3	L120335
P9WQF7	MT2304
P9WQH1	Saci_1503
P9WQH7	BSU07260
P9WQI1	Saci_1489
P9WQJ5	Rv0873
P9WQK7	Saci_1475
P9WQK9	Saci_1454
P9WQL5	Rv1281c
P9WQM8	Rv0655
P9WQM9	Saci_1409
P9WQN9	Saci_1393
Q00828	MT2186
Q01462	Saci_1388
Q01465	Saci_1335
Q01473	BSU12430
Q01950	N/A
Q01951	BAA17876
Q01952	BAA17874
Q02054	BAA17875
Q02170	SSO2093
Q02DS7	CAC44202
Q02DZ3	PA14_71710
Q02E25	PA14_70860
Q02E40	PA14_70450
Q02EA7	PA14_70270
Q02EW8	PA14_69400
Q02F83	PA14_66710
Q02FR1	PA14_65180
Q02G03	PA14_62970
Q02H55	PA14_61780
Q02HS3	PA14_57010
Q02I11	PA14_54320
Q02I31	PA14_53250
Q02K73	PA14_53000
Q02K94	PA14_43950
Q02KR1	PA14_43690
Q02KR3	PA14_41670
Q02KT5	PA14_41640
Q02L18	PA14_41380
Q02L47	PA14_40290
Q02M20	PA14_39960
Q02MN4	PA14_35840
Q02NB5	PA14_33160
Q02PA2	PA14_30190
Q02PG5	PA14_26020
Q02PH8	PA14_25250
Q02QC9	PA14_25080
Q02QI1	PA14_21410
Q02RA7	PA14_20770
Q02RJ6	PA14_17320
Q02SH2	PA14_16250
Q02SM0	PA14_12030
Q02SZ7	PA14_11430
Q02T82	PA14_09900
Q02TE1	PA14_08830;;PA14_08680
Q02TI3	PA14_08070
Q02UB7	PA14_07570
Q02UQ8	PA14_03920
Q02UU0	PA14_02130
Q031C3	PA14_01710
Q03222	BSU01490
Q03223	Saci_0961
Q04351	LACR_0631
Q04747	CA_C3709
Q04797	Saci_0949
Q04944	Saci_0940
Q04D23	CA_C3299
Q04D47	Saci_0930
Q04DB8	Saci_0916
Q04DH2	Saci_0909
Q04E64	OEOE_1650
Q04EF1	Saci_0900
Q04EJ8	BSU03490
Q04EQ1	OEOE_1248
Q04FD8	Saci_0871
Q04FG3	Saci_0863
Q04G20	Saci_0848
Q04G23	OEOE_0665
Q04G51	OEOE_0662
Q04G81	Saci_0833
Q04G86	OEOE_0599
Q04GE6	Saci_0819
Q04GQ8	Saci_0814
Q04H39	Saci_0793
Q04HE3	OEOE_0249
Q04HR4	OEOE_0135
Q04HY8	OEOE_1176
Q04I74	SPD_2015
Q04IK6	SPD_1926
Q04IK7	SPD_1759
Q04IQ3	SPD_1758
Q04J43	SPD_1709
Q04J64	SPD_1542
Q04JB0	SPD_1519
Q04JP7	SPD_1472
Q04JW5	SPD_1285
Q04K81	SPD_1216
Q04K99	SPD_1096
Q04KL8	SPD_1078
Q04KR4	SPD_0953
Q04KU2	SPD_0906
Q04KU8	SPD_0874
Q04L24	SPD_0868
Q04LE0	SPD_0789
Q04LI2	SPD_0664
Q04LP6	SPD_0620
Q04LU1	SPD_0551
Q04LW0	SPD_0504
Q04LY0	SPD_0482
Q04LZ5	SPD_0460
Q04M41	SPD_0445
Q04ML1	SPD_0397
Q04ML4	SPD_0218
Q04ML5	SPD_0215
Q04ML7	SPD_0214
Q04MM6	SPD_0212
Q04MN6	SPD_0203
Q04MP9	SPD_0193
Q04MY5	SPD_0180
Q04N48	SPD_0091
Q04N79	SPD_0024
Q05238	SPD_1318
Q05558	SYNPCC7002_A0811
Q05562	CAD55329
Q05852	Rv0994
Q05873	BSU35670
Q05943	CAB91161
Q05971	CAB88492
Q05972	BAA17410
Q06065	BAA17411
Q06067	b2220;;BAA16016
Q06473	b2219;;BAA16015
Q06752	Rv1107c
Q06796	BSU00940
Q06797	Saci_0338
Q07428	Saci_0331
Q07635	BAA17289
Q07836	SSO1459;;SSO8124
Q08582	Rv0665
Q08787	BSU39220
Q0P885	Rv1636
Q0P891	Saci_0290
Q0P8J4	Saci_0270
Q0P8U6	TTE1135
Q0P9X8	Saci_0238
Q0P9Z9	Saci_0220
Q0PA33	Saci_0213
Q0PA50	Cj0857c
Q0PAF4	Cj0840c
Q0PAG4	Saci_0183
Q0PAJ8	BSU03510
Q0PAV7	Saci_0166
Q0PAW2	Cj0681
Q0PB83	Cj0554
Q0PBD7	Saci_0152
Q0PBF9	Cj0427
Q0PBH5	BSU34540
Q0PBN6	Cj0334
Q0PBW7	Saci_0134
Q1LVD4	Cj0350
Q1RD54	Rv3918c
Q2FFR1	UTI89_C1228
Q2FX12	SAUSA300_1784
Q2G0B1	SAOUHSC_02095
Q2G0S5	SAOUHSC_00694
Q2G2F3	SAOUHSC_00469
Q2M7R5	SAOUHSC_01964
Q2RIF5	Saci_0012
Q2YIF7	b4554;;BAE77691
