Protein	ID,,Proteins Number,,Species Number,,Description
O53598	HOG000090079,,404,,401,,NA
O53611	HOG000240860,,325,,317,,NA
O53622	HOG000049529,,51,,34,,NA
O53641	HOG000053653,,20,,20,,NA
O53672	HOG000073004,,40,,36,,NA
O53673	HOG000251751,,1600,,746,,NA
O53718	HOG000041690,,28,,28,,NA
O53777	HOG000220330,,17,,17,,NA
O53789	HOG000043594,,97,,80,,NA
O53834	HOG000068395,,26,,26,,NA
O53842	HOG000220360,,10,,10,,NA
O53857	HOG000042431,,13,,12,,NA
O53858	HOG000096435,,699,,462,,NA
O53900	HOG000220381,,33,,33,,NA
O53901	HOG000046292,,791,,153,,NA
O53977	HOG000070843,,39,,39,,NA
O54130	HOG000097552,,156,,117,,NA
O58655	HOG000224965,,96,,96,,NA
O65934	HOG000045238,,88,,55,,NA
O68970	HOG000233274,,180,,40,,NA
O68973	HOG000276791,,28,,26,,NA
O69250	N/A,,N/A,,N/A,,N/A
O69289	HOG000076290,,1958,,1332,,NA
O69637	HOG000237507,,176,,129,,NA
O69654	HOG000220648,,8,,8,,NA
O69659	HOG000247732,,55,,55,,NA
O69670	HOG000256686,,220,,200,,NA
O69684	HOG000052607,,45,,43,,NA
O69690	HOG000068059,,21,,21,,NA
O69695	HOG000051012,,20,,10,,NA
O69722	HOG000012908,,94,,86,,NA
O69850	HOG000019913,,283,,113,,NA
O69879	HOG000246720,,1340,,1294,,NA
O69896	N/A,,N/A,,N/A,,N/A
O86312	HOG000045832,,50,,41,,NA
O86320	HOG000258966,,222,,160,,NA
O86340	HOG000047646,,78,,58,,NA
O86351	HOG000041869,,26,,26,,NA
O86365	HOG000122165,,354,,145,,NA
O86517	HOG000218693,,924,,586,,NA
O86525	HOG000253142,,25,,14,,NA
O86560	HOG000229058,,14,,14,,NA
O86575	N/A,,N/A,,N/A,,N/A
O86637	HOG000053828,,2,,2,,NA
O86716	HOG000237353,,446,,352,,NA
O86757	N/A,,N/A,,N/A,,N/A
O86775	HOG000019780,,1441,,1323,,NA
O87527	N/A,,N/A,,N/A,,N/A
O88017	HOG000046191,,972,,788,,NA
O88038	N/A,,N/A,,N/A,,N/A
O88060	HOG000035157,,1232,,1204,,NA
O93774	HOG000232346,,62,,13,,NA
P00350	N/A,,N/A,,N/A,,N/A
P00363	HOG000160475,,1292,,913,,NA
P00370	HOG000243799,,584,,550,,NA
P00448	HOG000013583,,1071,,795,,NA
P00509	HOG000185899,,538,,337,,NA
P00550	HOG000252814,,339,,278,,NA
P00562	HOG000271594,,158,,157,,NA
P00579	HOG000270272,,728,,671,,NA
P00582	HOG000020998,,482,,477,,NA
P00634	HOG000099117,,116,,111,,NA
P00811	HOG000267102,,156,,152,,NA
P00864	HOG000238648,,287,,226,,NA
P00909	HOG000280458,,226,,224,,NA
P00936	HOG000270910,,151,,150,,NA
P00946	HOG000241278,,276,,255,,NA
P00954	HOG000059940,,852,,759,,NA
P00956	HOG000246402,,1109,,1000,,NA
P00959	HOG000200400,,390,,387,,NA
P00961	HOG000264302,,376,,374,,NA
P00968	HOG000234582,,1107,,1034,,NA
P02344	HOG000043828,,2164,,1027,,NA
P02359	HOG000039067,,1279,,1235,,NA
P02394	HOG000248813,,1200,,1172,,NA
P02903	N/A,,N/A,,N/A,,N/A
P02925	HOG000212345,,1534,,512,,NA
P02931	HOG000272406,,624,,143,,NA
P02968	HOG000255144,,1044,,558,,NA
P02974	N/A,,N/A,,N/A,,N/A
P03018	HOG000033016,,1108,,1054,,NA
P03030	HOG000233527,,376,,227,,NA
P03943	HOG000233275,,66,,33,,NA
P03944	HOG000233274,,180,,40,,NA
P04036	HOG000227153,,663,,649,,NA
P04042	HOG000151423,,387,,327,,NA
P04079	HOG000223964,,1176,,1154,,NA
P04805	HOG000252722,,632,,623,,NA
P04831	HOG000056877,,236,,58,,NA
P04832	HOG000056877,,236,,58,,NA
P04951	HOG000007602,,753,,696,,NA
P04969	HOG000111597,,1126,,1107,,NA
P04990	HOG000076503,,346,,345,,NA
P05052	HOG000120708,,127,,46,,NA
P05055	HOG000218327,,415,,337,,NA
P05429	HOG000111313,,59,,50,,NA
P05431	HOG000008197,,1079,,432,,NA
P05459	HOG000234432,,228,,227,,NA
P05645	HOG000021112,,929,,887,,NA
P05651	HOG000269559,,396,,394,,NA
P05652	HOG000075156,,230,,217,,NA
P05653	HOG000076278,,1197,,1141,,NA
P05654	HOG000022685,,1275,,1211,,NA
P05793	HOG000286135,,200,,199,,NA
P06224	HOG000270273,,1337,,867,,NA
P06533	HOG000225390,,836,,411,,NA
P06534	HOG000057639,,127,,121,,NA
P06535	HOG000097276,,41,,40,,NA
P06612	HOG000004018,,782,,755,,NA
P06616	HOG000245597,,541,,528,,NA
P06628	HOG000034820,,5387,,916,,NA
P06959	HOG000281562,,403,,391,,NA
P06999	HOG000265281,,149,,145,,NA
P07003	N/A,,N/A,,N/A,,N/A
P07012	HOG000074814,,1202,,1160,,NA
P07343	HOG000061736,,1004,,858,,NA
P07363	HOG000255263,,419,,337,,NA
P07515	N/A,,N/A,,N/A,,N/A
P07639	HOG000007970,,1201,,1124,,NA
P07650	HOG000047313,,366,,355,,NA
P07784	HOG000083146,,40,,38,,NA
P07789	HOG000009157,,6,,6,,NA
P08065	HOG000160477,,267,,251,,NA
P08066	HOG000160588,,121,,119,,NA
P08164	HOG000238070,,409,,396,,NA
P08178	HOG000229091,,414,,407,,NA
P08192	HOG000019982,,359,,356,,NA
P08200	HOG000021113,,1480,,810,,NA
P08312	HOG000242675,,1220,,1210,,NA
P08400	HOG000223176,,1193,,889,,NA
P08506	HOG000086623,,559,,355,,NA
P08821	HOG000043828,,2164,,1027,,NA
P08838	HOG000278513,,1004,,848,,NA
P08839	HOG000278513,,1004,,848,,NA
P08874	HOG000197059,,221,,128,,NA
P08877	HOG000278399,,618,,503,,NA
P08997	HOG000238464,,415,,360,,NA
P09030	HOG000034587,,834,,644,,NA
P09120	HOG000218473,,310,,180,,NA
P09124	HOG000071678,,1398,,787,,NA
P09152	HOG000237341,,404,,319,,NA
P09169	HOG000117799,,102,,84,,NA
P09190	HOG000254797,,61,,48,,NA
P09193	HOG000111335,,53,,48,,NA
P09323	HOG000250993,,807,,439,,NA
P09339	HOG000025704,,576,,470,,NA
P09373	HOG000011346,,515,,422,,NA
P09384	HOG000255263,,419,,337,,NA
P09546	HOG000253911,,264,,260,,NA
P09819	HOG000247864,,494,,341,,NA
P09835	HOG000280063,,127,,111,,NA
P09924	N/A,,N/A,,N/A,,N/A
P0A0D6	N/A,,N/A,,N/A,,N/A
P0A0E0	N/A,,N/A,,N/A,,N/A
P0A0E3	N/A,,N/A,,N/A,,N/A
P0A0Q7	N/A,,N/A,,N/A,,N/A
P0A252	HOG000022343,,1529,,993,,NA
P0A2D5	HOG000034820,,5387,,916,,NA
P0A2D9	HOG000262169,,402,,399,,NA
P0A2W5	N/A,,N/A,,N/A,,N/A
P0A2Z0	HOG000015377,,608,,572,,NA
P0A345	HOG000133897,,1737,,1302,,NA
P0A3B4	HOG000282351,,1159,,1128,,NA
P0A3E6	HOG000014143,,1482,,648,,NA
P0A3F4	HOG000017847,,1618,,847,,NA
P0A3H5	HOG000043828,,2164,,1027,,NA
P0A435	HOG000230475,,268,,142,,NA
P0A438	HOG000278399,,618,,503,,NA
P0A439	HOG000278399,,618,,503,,NA
P0A485	HOG000284894,,576,,556,,NA
P0A491	HOG000040108,,1047,,1039,,NA
P0A4D1	HOG000040438,,376,,374,,NA
P0A4D2	HOG000040438,,376,,374,,NA
P0A4P8	HOG000238897,,2593,,902,,NA
P0A4Q8	HOG000217614,,316,,280,,NA
P0A4S0	HOG000195381,,354,,300,,NA
P0A5B8	HOG000251751,,1600,,746,,NA
P0A5C0	HOG000228135,,1965,,494,,NA
P0A5S5	HOG000037185,,219,,209,,NA
P0A6A3	HOG000288398,,766,,639,,NA
P0A6A5	HOG000288398,,766,,639,,NA
P0A6A8	HOG000178184,,2159,,1288,,NA
P0A6B0	HOG000178184,,2159,,1288,,NA
P0A6B7	HOG000017510,,2252,,1261,,NA
P0A6D7	HOG000032568,,821,,677,,NA
P0A6E4	HOG000230094,,241,,239,,NA
P0A6F3	HOG000222134,,1563,,1047,,NA
P0A6F4	HOG000222134,,1563,,1047,,NA
P0A6F5	HOG000076290,,1958,,1332,,NA
P0A6F7	HOG000076290,,1958,,1332,,NA
P0A6F8	HOG000076290,,1958,,1332,,NA
P0A6F9	HOG000133897,,1737,,1302,,NA
P0A6G1	HOG000133897,,1737,,1302,,NA
P0A6G2	HOG000133897,,1737,,1302,,NA
P0A6G3	HOG000242527,,719,,599,,NA
P0A6G9	HOG000285833,,2001,,1281,,NA
P0A6H1	HOG000010093,,1668,,1266,,NA
P0A6H4	HOG000010093,,1668,,1266,,NA
P0A6H5	HOG000010036,,798,,781,,NA
P0A6H6	HOG000010036,,798,,781,,NA
P0A6H7	HOG000010036,,798,,781,,NA
P0A6I0	HOG000242849,,507,,501,,NA
P0A6J5	HOG000217450,,562,,357,,NA
P0A6K6	HOG000008159,,527,,514,,NA
P0A6L0	HOG000241644,,399,,354,,NA
P0A6M8	HOG000231585,,1596,,1188,,NA
P0A6N0	HOG000231585,,1596,,1188,,NA
P0A6N3	HOG000229290,,2011,,1346,,NA
P0A6N4	HOG000010047,,960,,909,,NA
P0A6N6	HOG000010047,,960,,909,,NA
P0A6N7	HOG000010047,,960,,909,,NA
P0A6N8	HOG000010049,,347,,341,,NA
P0A6P1	HOG000220986,,852,,834,,NA
P0A6P3	HOG000220986,,852,,834,,NA
P0A6P5	HOG000242862,,551,,545,,NA
P0A6P7	HOG000009832,,371,,368,,NA
P0A6P9	HOG000072173,,542,,524,,NA
P0A6Q1	HOG000072173,,542,,524,,NA
P0A6Q2	HOG000072173,,542,,524,,NA
P0A6Q3	HOG000277828,,352,,346,,NA
P0A6T1	HOG000261371,,336,,305,,NA
P0A6T2	HOG000261371,,336,,305,,NA
P0A6T3	HOG000241100,,603,,361,,NA
P0A6T5	HOG000221222,,1220,,1049,,NA
P0A6T8	HOG000221222,,1220,,1049,,NA
P0A6T9	HOG000239392,,1339,,1093,,NA
P0A6U2	HOG000239392,,1339,,1093,,NA
P0A6V3	HOG000278607,,417,,384,,NA
P0A6V4	HOG000278607,,417,,384,,NA
P0A6V5	HOG000247776,,2515,,1041,,NA
P0A6W7	HOG000241145,,1473,,1012,,NA
P0A6W9	HOG000266224,,294,,283,,NA
P0A6X3	HOG000004931,,680,,632,,NA
P0A6X7	HOG000043829,,749,,692,,NA
P0A6Y1	HOG000043828,,2164,,1027,,NA
P0A6Y3	HOG000043828,,2164,,1027,,NA
P0A6Y8	HOG000228136,,1102,,755,,NA
P0A6Z0	HOG000228136,,1102,,755,,NA
P0A6Z3	HOG000031989,,611,,606,,NA
P0A6Z5	HOG000031989,,611,,606,,NA
P0A6Z9	HOG000102781,,342,,312,,NA
P0A705	N/A,,N/A,,N/A,,N/A
P0A706	N/A,,N/A,,N/A,,N/A
P0A707	HOG000035157,,1232,,1204,,NA
P0A709	HOG000035157,,1232,,1204,,NA
P0A717	HOG000210452,,190,,182,,NA
P0A719	HOG000210449,,1091,,880,,NA
P0A722	HOG000294326,,775,,724,,NA
P0A734	HOG000218362,,411,,406,,NA
P0A745	HOG000263862,,469,,420,,NA
P0A746	HOG000243425,,694,,460,,NA
P0A759	HOG000064979,,397,,280,,NA
P0A761	HOG000236669,,352,,313,,NA
P0A763	HOG000224565,,904,,809,,NA
P0A764	HOG000224565,,904,,809,,NA
P0A769	HOG000152205,,290,,277,,NA
P0A771	HOG000152205,,290,,277,,NA
P0A783	HOG000281868,,395,,391,,NA
P0A796	HOG000248870,,560,,533,,NA
P0A797	HOG000248870,,560,,533,,NA
P0A799	HOG000227107,,1121,,989,,NA
P0A7A9	HOG000236473,,567,,544,,NA
P0A7B0	HOG000236473,,567,,544,,NA
P0A7B5	HOG000246369,,320,,305,,NA
P0A7C6	HOG000281834,,164,,156,,NA
P0A7C7	HOG000281834,,164,,156,,NA
P0A7D4	HOG000260959,,1536,,1334,,NA
P0A7D9	HOG000082629,,761,,744,,NA
P0A7E5	HOG000077515,,1117,,1102,,NA
P0A7E8	HOG000077515,,1117,,1102,,NA
P0A7F3	HOG000113530,,308,,304,,NA
P0A7F8	HOG000116821,,185,,184,,NA
P0A7G2	HOG000218325,,1044,,1036,,NA
P0A7G6	HOG000264120,,1262,,1196,,NA
P0A7G8	HOG000264120,,1262,,1196,,NA
P0A7G9	HOG000264120,,1262,,1196,,NA
P0A7I0	HOG000074815,,1493,,1327,,NA
P0A7I3	HOG000074815,,1493,,1327,,NA
P0A7I4	HOG000236725,,802,,797,,NA
P0A7I9	HOG000115442,,489,,438,,NA
P0A7J3	HOG000004851,,370,,368,,NA
P0A7K2	HOG000248813,,1200,,1172,,NA
P0A7K6	HOG000016264,,651,,644,,NA
P0A7K9	HOG000016264,,651,,644,,NA
P0A7L0	HOG000207015,,1265,,1237,,NA
P0A7L5	HOG000035046,,1387,,1281,,NA
P0A7L8	HOG000111610,,1403,,1291,,NA
P0A7M2	HOG000040462,,590,,584,,NA
P0A7M6	HOG000248754,,508,,502,,NA
P0A7M9	HOG000284895,,864,,852,,NA
P0A7N0	HOG000284895,,864,,852,,NA
P0A7N1	HOG000284894,,576,,556,,NA
P0A7N3	HOG000284894,,576,,556,,NA
P0A7N4	HOG000040269,,382,,377,,NA
P0A7N5	HOG000040269,,382,,377,,NA
P0A7N8	HOG000040269,,382,,377,,NA
P0A7P1	HOG000004839,,651,,639,,NA
P0A7P4	HOG000004839,,651,,639,,NA
P0A7R1	HOG000040337,,618,,608,,NA
P0A7R7	HOG000270246,,997,,980,,NA
P0A7R9	HOG000111598,,523,,337,,NA
P0A7S2	HOG000111598,,523,,337,,NA
P0A7S3	HOG000040063,,1405,,1306,,NA
P0A7S8	HOG000040063,,1405,,1306,,NA
P0A7S9	HOG000039879,,1244,,1223,,NA
P0A7T3	HOG000246720,,1340,,1294,,NA
P0A7T5	HOG000246720,,1340,,1294,,NA
P0A7T6	HOG000246720,,1340,,1294,,NA
P0A7T7	HOG000218466,,1340,,1249,,NA
P0A7T9	HOG000218466,,1340,,1249,,NA
P0A7U2	HOG000218466,,1340,,1249,,NA
P0A7U3	HOG000111560,,1274,,1250,,NA
P0A7U6	HOG000111560,,1274,,1250,,NA
P0A7V0	HOG000071892,,1365,,1282,,NA
P0A7V3	HOG000210610,,1251,,1228,,NA
P0A7V8	HOG000221003,,702,,690,,NA
P0A7W1	HOG000072595,,1252,,1235,,NA
P0A7W6	HOG000072595,,1252,,1235,,NA
P0A7W7	HOG000204095,,1245,,1228,,NA
P0A7X3	HOG000019802,,1205,,1193,,NA
P0A7X5	HOG000019802,,1205,,1193,,NA
P0A7Y0	HOG000246809,,516,,509,,NA
P0A7Z0	HOG000276368,,422,,407,,NA
P0A7Z2	HOG000276368,,422,,407,,NA
P0A7Z4	HOG000218481,,667,,651,,NA
P0A7Z6	HOG000218481,,667,,651,,NA
P0A7Z9	HOG000218481,,667,,651,,NA
P0A805	HOG000040143,,1253,,1235,,NA
P0A807	HOG000040143,,1253,,1235,,NA
P0A808	HOG000040143,,1253,,1235,,NA
P0A812	HOG000218623,,1210,,1196,,NA
P0A817	HOG000245710,,1613,,1305,,NA
P0A825	HOG000239404,,1012,,869,,NA
P0A827	HOG000239404,,1012,,869,,NA
P0A836	HOG000007059,,1445,,1080,,NA
P0A838	HOG000007059,,1445,,1080,,NA
P0A839	HOG000007059,,1445,,1080,,NA
P0A850	HOG000218239,,360,,358,,NA
P0A851	HOG000218239,,360,,358,,NA
P0A853	HOG000057883,,180,,159,,NA
P0A858	HOG000226413,,764,,619,,NA
P0A861	HOG000226413,,764,,619,,NA
P0A862	HOG000022345,,638,,608,,NA
P0A867	HOG000281234,,689,,499,,NA
P0A870	HOG000281234,,689,,499,,NA
P0A871	HOG000281234,,689,,499,,NA
P0A872	HOG000281234,,689,,499,,NA
P0A877	HOG000223814,,254,,252,,NA
P0A883	HOG000288846,,191,,190,,NA
P0A889	HOG000249463,,884,,784,,NA
P0A894	HOG000244885,,362,,360,,NA
P0A8A0	HOG000228370,,1022,,990,,NA
P0A8A6	HOG000218053,,322,,318,,NA
P0A8B5	HOG000293239,,622,,616,,NA
P0A8C4	HOG000276031,,227,,226,,NA
P0A8C6	HOG000276031,,227,,226,,NA
P0A8C7	HOG000276031,,227,,226,,NA
P0A8E1	HOG000279089,,147,,146,,NA
P0A8E7	HOG000249184,,597,,593,,NA
P0A8F2	HOG000262754,,993,,951,,NA
P0A8F3	HOG000262754,,993,,951,,NA
P0A8F4	HOG000262756,,867,,585,,NA
P0A8F7	HOG000262756,,867,,585,,NA
P0A8G6	HOG000030539,,661,,487,,NA
P0A8G8	HOG000030539,,661,,487,,NA
P0A8I4	HOG000218488,,437,,433,,NA
P0A8J4	HOG000265101,,366,,363,,NA
P0A8J7	HOG000265101,,366,,363,,NA
P0A8L3	HOG000035938,,959,,943,,NA
P0A8M0	HOG000226033,,673,,543,,NA
P0A8M3	HOG000003880,,864,,848,,NA
P0A8M5	HOG000003880,,864,,848,,NA
P0A8M6	HOG000284053,,157,,156,,NA
P0A8N3	HOG000236578,,1169,,1111,,NA
P0A8N5	HOG000236578,,1169,,1111,,NA
P0A8P4	HOG000137239,,388,,386,,NA
P0A8R3	HOG000252803,,456,,381,,NA
P0A8R6	HOG000273046,,360,,359,,NA
P0A8T7	HOG000218386,,735,,728,,NA
P0A8T8	HOG000218386,,735,,728,,NA
P0A8T9	HOG000218386,,735,,728,,NA
P0A8U5	HOG000275410,,154,,153,,NA
P0A8U9	HOG000271582,,179,,178,,NA
P0A8V2	HOG000218612,,705,,700,,NA
P0A8V4	HOG000218612,,705,,700,,NA
P0A8V5	HOG000218612,,705,,700,,NA
P0A8V6	HOG000278467,,188,,187,,NA
P0A8Y3	HOG000025211,,170,,164,,NA
P0A8Y5	HOG000184780,,1920,,755,,NA
P0A8Y7	HOG000184780,,1920,,755,,NA
P0A8Z9	HOG000256044,,284,,280,,NA
P0A904	HOG000123040,,115,,114,,NA
P0A909	HOG000121141,,147,,115,,NA
P0A910	HOG000274199,,187,,164,,NA
P0A911	HOG000274199,,187,,164,,NA
P0A912	HOG000189913,,895,,603,,NA
P0A915	HOG000217796,,395,,355,,NA
P0A916	HOG000217796,,395,,355,,NA
P0A917	HOG000118160,,250,,117,,NA
P0A920	HOG000118160,,250,,117,,NA
P0A929	HOG000273630,,153,,138,,NA
P0A949	HOG000078527,,497,,416,,NA
P0A953	HOG000060165,,779,,468,,NA
P0A955	HOG000233114,,486,,432,,NA
P0A961	HOG000223042,,495,,480,,NA
P0A972	HOG000070674,,2329,,798,,NA
P0A978	HOG000070674,,2329,,798,,NA
P0A991	HOG000224791,,150,,147,,NA
P0A993	HOG000191265,,617,,436,,NA
P0A995	HOG000191265,,617,,436,,NA
P0A998	HOG000223382,,627,,519,,NA
P0A9A2	HOG000223382,,627,,519,,NA
P0A9A6	HOG000049094,,1397,,1242,,NA
P0A9A8	HOG000049094,,1397,,1242,,NA
P0A9A9	HOG000014144,,554,,504,,NA
P0A9B1	HOG000014144,,554,,504,,NA
P0A9B2	HOG000071678,,1398,,787,,NA
P0A9B4	HOG000071678,,1398,,787,,NA
P0A9B5	HOG000071678,,1398,,787,,NA
P0A9C0	HOG000004814,,210,,194,,NA
P0A9C3	HOG000072798,,827,,585,,NA
P0A9C5	HOG000005157,,791,,771,,NA
P0A9C7	HOG000005157,,791,,771,,NA
P0A9C8	HOG000005157,,791,,771,,NA
P0A9D2	HOG000125748,,430,,325,,NA
P0A9D8	HOG000003295,,533,,525,,NA
P0A9F5	HOG000260068,,478,,332,,NA
P0A9G6	HOG000238475,,510,,463,,NA
P0A9H1	HOG000264684,,174,,172,,NA
P0A9H9	HOG000254724,,285,,266,,NA
P0A9J3	HOG000258025,,599,,593,,NA
P0A9J6	HOG000235950,,1563,,865,,NA
P0A9J8	HOG000018972,,162,,161,,NA
P0A9K3	HOG000015043,,1106,,982,,NA
P0A9K5	HOG000015043,,1106,,982,,NA
P0A9K6	HOG000015043,,1106,,982,,NA
P0A9K7	HOG000074025,,296,,291,,NA
P0A9L3	HOG000154888,,649,,361,,NA
P0A9M0	HOG000261408,,379,,326,,NA
P0A9M2	HOG000236520,,921,,824,,NA
P0A9M5	HOG000226805,,245,,239,,NA
P0A9M6	HOG000226805,,245,,239,,NA
P0A9M8	HOG000053797,,376,,363,,NA
P0A9M9	HOG000053797,,376,,363,,NA
P0A9N7	HOG000011458,,423,,417,,NA
P0A9P0	HOG000276708,,2493,,1269,,NA
P0A9P2	HOG000276708,,2493,,1269,,NA
P0A9P3	HOG000276708,,2493,,1269,,NA
P0A9Q1	HOG000034819,,7735,,1099,,NA
P0A9Q7	HOG000025256,,413,,401,,NA
P0A9Q8	HOG000025256,,413,,401,,NA
P0A9Q9	HOG000161376,,334,,327,,NA
P0A9R4	HOG000244519,,437,,405,,NA
P0A9S3	HOG000294670,,1618,,607,,NA
P0A9T0	HOG000136696,,410,,402,,NA
P0A9T3	HOG000136696,,410,,402,,NA
P0A9U3	HOG000271629,,663,,629,,NA
P0A9V4	N/A,,N/A,,N/A,,N/A
P0A9W3	HOG000271639,,680,,674,,NA
P0A9W5	HOG000271639,,680,,674,,NA
P0A9X1	N/A,,N/A,,N/A,,N/A
P0A9X4	HOG000019757,,1204,,895,,NA
P0A9X9	HOG000070674,,2329,,798,,NA
P0A9Y6	HOG000070674,,2329,,798,,NA
P0A9Z1	HOG000017847,,1618,,847,,NA
P0A9Z3	HOG000017847,,1618,,847,,NA
P0A9Z6	HOG000017847,,1618,,847,,NA
P0AA04	HOG000278399,,618,,503,,NA
P0AA06	HOG000278399,,618,,503,,NA
P0AA10	HOG000225286,,1251,,1233,,NA
P0AA12	HOG000225286,,1251,,1233,,NA
P0AA15	HOG000225286,,1251,,1233,,NA
P0AA16	HOG000034819,,7735,,1099,,NA
P0AA18	HOG000034819,,7735,,1099,,NA
P0AA21	HOG000034819,,7735,,1099,,NA
P0AA25	HOG000292977,,2686,,1399,,NA
P0AA48	HOG000164060,,341,,220,,NA
P0AAB6	HOG000283477,,1321,,990,,NA
P0AAB8	HOG000238899,,292,,153,,NA
P0AAB9	HOG000238899,,292,,153,,NA
P0AAC0	HOG000277987,,185,,183,,NA
P0AAC2	HOG000277987,,185,,183,,NA
P0AAC3	HOG000277987,,185,,183,,NA
P0AAF9	N/A,,N/A,,N/A,,N/A
P0AAG8	N/A,,N/A,,N/A,,N/A
P0AAG9	N/A,,N/A,,N/A,,N/A
P0AAI8	HOG000060165,,779,,468,,NA
P0AAI9	HOG000036503,,597,,542,,NA
P0AAJ7	HOG000163382,,377,,262,,NA
P0AAL8	HOG000012365,,64,,62,,NA
P0AAN3	HOG000236980,,482,,436,,NA
P0AAP0	HOG000059299,,77,,76,,NA
P0AAQ4	HOG000294005,,172,,171,,NA
P0AAQ5	HOG000294005,,172,,171,,NA
P0AAQ9	HOG000117599,,151,,142,,NA
P0AAS1	HOG000117611,,109,,108,,NA
P0AAT5	HOG000199955,,294,,278,,NA
P0AAT9	HOG000281678,,152,,150,,NA
P0AAU2	HOG000281014,,110,,109,,NA
P0AAU3	HOG000281014,,110,,109,,NA
P0AB14	HOG000267892,,85,,84,,NA
P0AB18	HOG000279490,,338,,304,,NA
P0AB43	HOG000218244,,231,,230,,NA
P0AB52	HOG000229181,,170,,167,,NA
P0AB54	HOG000229181,,170,,167,,NA
P0AB69	HOG000243958,,628,,580,,NA
P0AB70	HOG000243958,,628,,580,,NA
P0AB71	HOG000227794,,392,,379,,NA
P0AB72	HOG000227794,,392,,379,,NA
P0AB73	HOG000227794,,392,,379,,NA
P0AB79	HOG000221022,,700,,567,,NA
P0AB80	HOG000276706,,850,,683,,NA
P0AB88	HOG000218184,,307,,282,,NA
P0AB89	HOG000252916,,501,,485,,NA
P0AB92	HOG000220501,,1142,,623,,NA
P0ABA0	HOG000015378,,377,,372,,NA
P0ABA8	HOG000215912,,433,,424,,NA
P0ABB0	HOG000130111,,1447,,1267,,NA
P0ABB2	HOG000130111,,1447,,1267,,NA
P0ABB3	HOG000130111,,1447,,1267,,NA
P0ABB4	HOG000009605,,1577,,1281,,NA
P0ABB6	HOG000009605,,1577,,1281,,NA
P0ABB7	HOG000009605,,1577,,1281,,NA
P0ABB8	HOG000265624,,376,,333,,NA
P0ABD5	HOG000273832,,916,,891,,NA
P0ABD7	HOG000273832,,916,,891,,NA
P0ABD8	HOG000008875,,512,,482,,NA
P0ABE0	HOG000008875,,512,,482,,NA
P0ABF6	HOG000218617,,175,,174,,NA
P0ABH0	HOG000049205,,872,,858,,NA
P0ABH2	HOG000049205,,872,,858,,NA
P0ABH3	HOG000049205,,872,,858,,NA
P0ABH7	HOG000021224,,762,,709,,NA
P0ABH8	HOG000021224,,762,,709,,NA
P0ABJ1	HOG000084157,,451,,407,,NA
P0ABJ9	HOG000084938,,684,,559,,NA
P0ABK1	HOG000084938,,684,,559,,NA
P0ABK4	HOG000084824,,705,,586,,NA
P0ABK5	HOG000217394,,1688,,1012,,NA
P0ABP8	HOG000274896,,543,,469,,NA
P0ABQ4	HOG000040233,,735,,710,,NA
P0ABR3	HOG000276614,,220,,116,,NA
P0ABT0	HOG000219272,,128,,113,,NA
P0ABT2	HOG000273542,,970,,792,,NA
P0ABT3	HOG000273542,,970,,792,,NA
P0ABT4	HOG000273542,,970,,792,,NA
P0ABU2	HOG000087629,,1018,,1003,,NA
P0ABU4	HOG000087629,,1018,,1003,,NA
P0ABU5	HOG000269874,,315,,280,,NA
P0ABX2	HOG000257304,,349,,302,,NA
P0ABZ8	HOG000264337,,312,,310,,NA
P0AC13	HOG000217510,,552,,549,,NA
P0AC15	HOG000217510,,552,,549,,NA
P0AC33	HOG000009338,,335,,246,,NA
P0AC38	HOG000061737,,756,,613,,NA
P0AC40	HOG000061737,,756,,613,,NA
P0AC41	HOG000160475,,1292,,913,,NA
P0AC47	HOG000160590,,1171,,857,,NA
P0AC50	HOG000160590,,1171,,857,,NA
P0AC55	HOG000017847,,1618,,847,,NA
P0AC59	HOG000064700,,151,,136,,NA
P0AC62	HOG000095203,,913,,713,,NA
P0AC69	HOG000095211,,810,,676,,NA
P0AC81	HOG000232011,,1803,,887,,NA
P0AC87	HOG000278444,,646,,431,,NA
P0AC90	HOG000168003,,726,,568,,NA
P0AC91	HOG000168003,,726,,568,,NA
P0ACA3	HOG000255228,,348,,346,,NA
P0ACA5	HOG000255228,,348,,346,,NA
P0ACB3	HOG000020323,,1296,,1173,,NA
P0ACB4	HOG000251295,,228,,188,,NA
P0ACB9	HOG000270888,,150,,149,,NA
P0ACC2	HOG000076274,,1171,,1141,,NA
P0ACC3	HOG000228313,,1073,,891,,NA
P0ACD6	HOG000069228,,813,,687,,NA
P0ACD7	HOG000069228,,813,,687,,NA
P0ACD8	HOG000278799,,360,,253,,NA
P0ACE2	HOG000278799,,360,,253,,NA
P0ACE5	HOG000219358,,247,,115,,NA
P0ACE6	HOG000219358,,247,,115,,NA
P0ACE7	HOG000061064,,955,,848,,NA
P0ACF0	HOG000043828,,2164,,1027,,NA
P0ACF4	HOG000043828,,2164,,1027,,NA
P0ACF8	HOG000218473,,310,,180,,NA
P0ACG0	HOG000218473,,310,,180,,NA
P0ACG1	HOG000218473,,310,,180,,NA
P0ACG3	HOG000218473,,310,,180,,NA
P0ACI9	HOG000115326,,869,,527,,NA
P0ACJ0	HOG000115327,,2448,,663,,NA
P0ACK9	HOG000224683,,1984,,643,,NA
P0ACL4	HOG000273991,,2025,,608,,NA
P0ACL8	HOG000273991,,2025,,608,,NA
P0ACN4	HOG000107041,,2365,,599,,NA
