Protein	MSA ID
Q4JA92	MSA0896
Q4JA93	MSA0791
Q4JA96	MSA0756
Q4JA97	MSA0127
Q4JAA1	MSA0614
Q4JAA2	N/A
Q4JAA7	MSA0109
Q4JAA8	MSA0416
Q4JAB0	N/A
Q4JAB1	N/A
Q4JAB2	MSA0227
Q4JAB4	MSA0663
Q4JAB5	MSA0768
Q4JAB7	MSA0591
Q4JAB9	N/A
Q4JAC5	MSA0718
Q4JAC9	N/A
Q4JAD3	MSA1022
Q4JAD5	N/A
Q4JAE0	MSA0682
Q4JAE2	MSA0334
Q4JAE3	N/A
Q4JAE8	MSA0823
Q4JAE9	MSA0007
Q4JAF1	N/A
Q4JAF3	MSA0633
Q4JAF6	MSA0117
Q4JAF9	MSA0828
Q4JAG4	MSA0430
Q4JAG5	N/A
Q4JAG6	N/A
Q4JAG7	N/A
Q4JAH1	MSA1104
Q4JAH9	MSA0643
Q4JAI1	N/A
Q4JAI6	N/A
Q4JAI7	MSA0761
Q4JAI8	MSA1107
Q4JAJ0	MSA0080
Q4JAJ2	MSA0039
Q4JAJ3	MSA0932
Q4JAJ6	N/A
Q4JAJ8	MSA0574
Q4JAK0	N/A
Q4JAK3	MSA0533
Q4JAK5	MSA1093
Q4JAK7	MSA0203
Q4JAK8	MSA0337
Q4JAL1	MSA0766
Q4JAL4	MSA0609
Q4JAL6	MSA0721
Q4JAL9	N/A
Q4JAM3	N/A
Q4JAM4	N/A
Q4JAM6	MSA0133
Q4JAM7	MSA0002
Q4JAM9	MSA0262
Q4JAN1	MSA0193
Q4JAN5	MSA0970
Q4JAN7	MSA0386
Q4JAP2	MSA0019
Q4JAP3	MSA0302
Q4JAP5	MSA0829
Q4JAQ6	MSA0473
Q4JAQ7	N/A
Q4JAQ8	N/A
Q4JAR0	N/A
Q4JAS0	N/A
Q4JAS3	MSA0719
Q4JAS8	MSA0663
Q4JAT0	MSA0512
Q4JAT1	MSA0799
Q4JAT3	MSA0101
Q4JAT8	N/A
Q4JAU0	MSA0940
Q4JAU3	MSA0752
Q4JAU4	MSA0011
Q4JAU7	N/A
Q4JAW9	N/A
Q4JAX3	MSA0593
Q4JAX4	MSA0819
Q4JAX6	MSA0817
Q4JAX7	N/A
Q4JAX8	N/A
Q4JAY0	N/A
Q4JAY1	N/A
Q4JAY3	MSA0416
Q4JAY5	N/A
Q4JAY7	MSA0806
Q4JAZ0	MSA0767
Q4JAZ5	MSA1060
Q4JAZ7	MSA0333
Q4JAZ8	MSA0284
Q4JAZ9	MSA0860
Q4JB01	MSA0260
Q4JB03	N/A
Q4JB04	N/A
Q4JB05	N/A
Q4JB06	MSA0814
Q4JB07	N/A
Q4JB08	N/A
Q4JB13	MSA0671
Q4JB17	MSA0793
Q4JB20	MSA0715
Q4JB24	MSA0416
Q4JB32	MSA0630
Q4JB33	MSA0810
Q4JB45	MSA0065
Q4JB47	MSA0191
Q4JB49	MSA0139
Q4JB71	N/A
Q4JB74	MSA0274
Q4JB75	MSA0945
Q4JB77	MSA0518
Q4JB80	MSA0267
Q4JB81	MSA0345
Q4JB83	N/A
Q4JB84	MSA0020
Q4JB86	MSA0112
Q4JB87	MSA0313
Q4JB88	MSA0937
Q4JB97	N/A
Q4JBA2	N/A
Q4JBB3	N/A
Q4JBB6	N/A
Q4JBB9	N/A
Q4JBC2	N/A
Q4JBC6	N/A
Q4JBD5	N/A
Q4JBD6	N/A
Q4JBD7	N/A
Q4JBE3	N/A
Q4JBE9	MSA0128
Q4JBF1	N/A
Q4JBF6	MSA0934
Q4JBF7	MSA0723
Q4JBF9	MSA0405
Q4JBG0	N/A
Q4JBG8	N/A
Q4JBH0	MSA0164
Q4JBH1	MSA1007
Q4JBH3	MSA0327
Q4JBH7	MSA0821
Q4JBI5	MSA0350
Q4JBI7	N/A
Q4JBI8	MSA0654
Q4JBI9	MSA0732
Q4JBJ2	MSA0979
Q4JBJ4	MSA0578
Q4JBJ6	N/A
Q4JBK3	MSA0602
Q4JBK5	N/A
Q4JBK7	N/A
Q4JBL1	MSA0655
Q4JBL5	MSA0496
Q4JBL7	MSA0899
Q4JBL9	MSA0967
Q4JBM0	N/A
Q4JBM5	N/A
Q4JBM7	N/A
Q4JBN2	MSA0488
Q4JBN5	MSA0026
Q4JBN7	N/A
Q4JBN8	MSA0407
Q4JBN9	N/A
Q4JBP0	MSA0331
Q4JBP1	N/A
Q4JBP4	MSA0102
Q4JBQ0	MSA0182
Q4JBQ8	N/A
Q4JBR0	MSA0753
Q4JBR2	N/A
Q4JBR8	N/A
Q4JBS3	N/A
Q4JBS4	N/A
Q4JBS5	MSA0595
Q4JBT0	N/A
Q4JBT2	MSA0298
Q4JBT5	N/A
Q4JBT8	MSA0841
Q4JBU2	N/A
Q4JBU7	MSA0419
Q4JBV3	MSA0069
Q4JBV6	MSA0069
Q4JBV7	MSA0258
Q4JBV8	N/A
Q4JBW1	N/A
Q4JBW3	MSA0512
Q4JBW4	MSA0208
Q4JBW8	N/A
Q4JBW9	N/A
Q4JBX3	MSA0849
Q4JBY2	N/A
Q4JBZ1	MSA0345
Q4JBZ2	MSA0589
Q4JBZ3	MSA0088
Q4JBZ4	N/A
Q4JBZ5	MSA0283
Q4JBZ6	MSA0645
Q4JBZ7	MSA0633
Q4JC00	MSA0575
Q4JC03	MSA0292
Q4JC07	N/A
Q4JC08	MSA0475
Q4JC09	MSA0049
Q4JC14	MSA0728
Q4JC15	MSA0509
Q4JC24	MSA0504
Q4JC29	N/A
Q4JC39	MSA0343
Q4JC40	MSA0723
Q4JC42	N/A
Q4JC44	MSA0122
Q4JC46	MSA0018
Q4JC47	MSA0089
Q4JC48	N/A
Q4JC51	N/A
Q4JC56	N/A
Q4JC59	MSA0580
Q4JC60	MSA0716
Q4JC62	MSA0617
Q4JC67	MSA0289
Q4JC68	MSA0572
Q4JC70	MSA0864
Q4JC77	MSA0968
Q4JC78	N/A
Q4JC81	N/A
Q4JC84	MSA0149
Q4JC91	MSA0770
Q4JC93	MSA0497
Q4JC94	N/A
Q4JC95	N/A
Q4JC96	MSA0236
Q4JC98	N/A
Q4JCA3	MSA0240
Q4JCA6	MSA0166
Q4JCA9	N/A
Q4JCB0	N/A
Q4JCB3	N/A
Q4JCB4	N/A
Q4JCB8	MSA1002
Q4JCC1	MSA0424
Q4JCC2	MSA0302
Q4JCC4	N/A
Q4JCC9	MSA0654
Q4JCD0	N/A
Q4JCD1	N/A
Q4JCD3	MSA0084
Q4JCD4	MSA0330
Q4JCE1	MSA0927
Q4JCE3	N/A
Q4JCF8	MSA0415
Q4JCH4	MSA0288
Q4JCH7	N/A
Q4JCH8	MSA0281
Q4JCH9	MSA0305
Q4JCI0	MSA0687
Q4JCI3	MSA0930
Q4JCI5	MSA0568
Q4JCI9	MSA0737
Q4JCJ0	N/A
Q4JCJ1	MSA0794
Q4JCJ2	MSA0584
Q4JCJ3	N/A
Q4JCJ5	N/A
Q4JCK5	MSA0341
Q4JCK7	MSA0720
Q4JCL2	MSA0895
Q4JCL5	MSA0750
Q4JCL6	MSA0835
Q4JCM3	MSA0651
Q4JCM5	MSA0342
Q4JCM8	N/A
Q4JCN6	MSA0330
Q4JCN7	MSA1000
Q4JCP3	N/A
Q4JCP4	N/A
Q4JCP7	N/A
Q4JCP8	MSA0663
Q50294	MSA0538
Q50314	N/A
Q50331	MSA0041
Q50365	N/A
Q50699	N/A
Q50732	N/A
Q51485	MSA1039
Q51487	MSA0688
Q51567	MSA0053
Q52150	N/A
Q52905	MSA0248
Q53874	N/A
Q53WA9	N/A
Q53WF6	N/A
Q53WH8	MSA0990
Q54146	N/A
Q54714	N/A
Q54715	N/A
Q54735	N/A
Q55013	N/A
Q55080	MSA0859
Q55118	N/A
Q55119	N/A
Q55138	N/A
Q55158	N/A
Q55168	N/A
Q55169	N/A
Q55171	N/A
Q55176	N/A
Q55199	N/A
Q55247	N/A
Q55282	N/A
Q55318	N/A
Q55332	N/A
Q55338	MSA0359
Q55356	N/A
Q55387	N/A
Q55393	N/A
Q55404	N/A
Q55406	N/A
Q55418	N/A
Q55420	N/A
Q55432	N/A
Q55443	N/A
Q55444	N/A
Q55445	N/A
Q55446	N/A
Q55447	N/A
Q55457	N/A
Q55460	N/A
Q55461	N/A
Q55466	N/A
Q55474	N/A
Q55483	N/A
Q55498	N/A
Q55499	N/A
Q55501	N/A
Q55504	N/A
Q55505	N/A
Q55512	N/A
Q55514	N/A
Q55517	N/A
Q55522	N/A
Q55527	N/A
Q55531	N/A
Q55544	N/A
Q55549	N/A
Q55551	N/A
Q55557	N/A
Q55563	N/A
Q55564	N/A
Q55574	N/A
Q55581	N/A
Q55607	N/A
Q55614	N/A
Q55623	N/A
Q55641	N/A
Q55659	N/A
Q55664	N/A
Q55665	N/A
Q55689	N/A
Q55691	N/A
Q55700	N/A
Q55707	N/A
Q55715	N/A
Q55718	N/A
Q55726	N/A
Q55727	N/A
Q55729	N/A
Q55746	N/A
Q55750	N/A
Q55756	N/A
Q55757	N/A
Q55759	N/A
Q55764	N/A
Q55765	N/A
Q55770	N/A
Q55774	N/A
Q55787	N/A
Q55788	N/A
Q55791	N/A
Q55792	N/A
Q55814	N/A
Q55823	N/A
Q55839	N/A
Q55848	N/A
Q55865	N/A
Q55874	N/A
Q55885	N/A
Q55897	N/A
Q55905	N/A
Q55913	N/A
Q55918	N/A
Q55943	N/A
Q55949	N/A
Q55956	N/A
Q55962	N/A
Q55972	N/A
Q55982	N/A
Q55989	N/A
Q56312	N/A
Q56582	N/A
Q56584	N/A
Q56587	N/A
Q56921	N/A
Q57014	N/A
Q57038	N/A
Q57496	N/A
Q57AG9	N/A
Q57QC4	N/A
Q58Z11	N/A
Q59641	MSA0422
Q59969	MSA0307
Q59978	N/A
Q59992	N/A
Q59993	N/A
Q5DYQ6	N/A
Q5HCP4	N/A
Q5HCR7	N/A
Q5HCU6	N/A
Q5HCZ6	N/A
Q5HD02	N/A
Q5HD61	N/A
Q5HDM2	N/A
Q5HDW4	N/A
Q5HDW6	N/A
Q5HDW9	N/A
Q5HDX0	N/A
Q5HDX3	N/A
Q5HDX4	N/A
Q5HDX5	N/A
Q5HDX6	N/A
Q5HDX7	N/A
Q5HDX9	N/A
Q5HDY0	N/A
Q5HDY2	N/A
Q5HDY5	N/A
Q5HE23	N/A
Q5HE43	N/A
Q5HE73	N/A
Q5HE75	N/A
Q5HE80	N/A
Q5HE82	N/A
Q5HE87	N/A
Q5HE88	N/A
Q5HE95	N/A
Q5HEE0	N/A
Q5HEH1	N/A
Q5HEH2	N/A
Q5HEL4	N/A
Q5HEL8	N/A
Q5HEM1	N/A
Q5HEM3	N/A
Q5HEU2	N/A
Q5HF16	N/A
Q5HF23	N/A
Q5HF24	N/A
Q5HF31	N/A
Q5HF35	N/A
Q5HF42	N/A
Q5HF73	N/A
Q5HF76	N/A
Q5HF90	N/A
Q5HF97	N/A
Q5HFA2	N/A
Q5HFA4	N/A
Q5HFA8	N/A
Q5HFB9	N/A
Q5HFC4	N/A
Q5HFC8	N/A
Q5HFD7	N/A
Q5HFE5	N/A
Q5HFE6	N/A
Q5HFF2	N/A
Q5HFH5	N/A
Q5HFI0	N/A
Q5HFI1	N/A
Q5HFI7	N/A
Q5HFJ5	N/A
Q5HFJ9	N/A
Q5HFK3	N/A
Q5HFK9	N/A
Q5HFM3	N/A
Q5HFM4	N/A
Q5HFR2	N/A
Q5HFS5	N/A
Q5HFU2	N/A
Q5HFV0	N/A
Q5HFV4	N/A
Q5HFV7	N/A
Q5HFX8	N/A
Q5HG06	N/A
Q5HG07	N/A
Q5HG66	N/A
Q5HG69	N/A
Q5HG77	N/A
Q5HG86	N/A
Q5HGC3	N/A
Q5HGF7	N/A
Q5HGG2	N/A
Q5HGH4	N/A
Q5HGH6	N/A
Q5HGI6	N/A
Q5HGI7	N/A
Q5HGK2	N/A
Q5HGK9	N/A
Q5HGL4	N/A
Q5HGN8	N/A
Q5HGP5	N/A
Q5HGP8	N/A
Q5HGP9	N/A
Q5HGQ5	N/A
Q5HGV5	N/A
Q5HGY8	N/A
Q5HGY9	N/A
Q5HGZ0	N/A
Q5HGZ1	N/A
Q5HH02	N/A
Q5HH21	N/A
Q5HH25	N/A
Q5HH38	N/A
Q5HH78	N/A
Q5HH86	N/A
Q5HH88	N/A
Q5HHA2	N/A
Q5HHB0	N/A
Q5HHC2	N/A
Q5HHC7	N/A
Q5HHG0	N/A
Q5HHG4	N/A
Q5HHH4	N/A
Q5HHP1	N/A
Q5HHP3	N/A
Q5HHP5	N/A
Q5HHR0	N/A
Q5HHR8	N/A
Q5HHS7	N/A
Q5HHY2	N/A
Q5HI51	N/A
Q5HI88	N/A
Q5HI89	N/A
Q5HIA5	N/A
Q5HIC2	N/A
Q5HIC7	N/A
Q5HIC8	N/A
Q5HIC9	N/A
Q5HID2	N/A
Q5HID3	N/A
Q5HID7	N/A
Q5HID8	N/A
Q5HIE7	N/A
Q5HIF2	N/A
Q5HIF5	N/A
Q5HIF7	N/A
Q5HIH4	N/A
Q5HIH8	N/A
Q5HIJ5	N/A
Q5HIJ8	N/A
Q5HIQ7	N/A
Q5HIS8	N/A
Q5HIT8	N/A
Q5HJ86	N/A
Q5HJI0	N/A
Q5HJM9	N/A
Q5HJR8	N/A
Q5HJU7	N/A
Q5HJZ0	N/A
Q5HJZ6	N/A
Q5SH27	MSA0365
Q5SH98	N/A
Q5SHB2	MSA0314
Q5SHD1	MSA0726
Q5SHF7	MSA0144
Q5SHQ9	MSA0373
Q5SHV2	MSA0774
Q5SI56	MSA0082
Q5SI59	MSA0108
Q5SI61	MSA0011
Q5SIE6	N/A
Q5SIH4	N/A
Q5SIL2	N/A
Q5SIY7	MSA0132
Q5SJ45	MSA0346
Q5SJ72	N/A
Q5SJ94	MSA0143
Q5SJB8	MSA0623
Q5SJC3	MSA0773
Q5SJE8	MSA0129
Q5SJE9	MSA0548
Q5SJP2	MSA0689
Q5SK59	MSA0006
Q5SKC3	N/A
Q5SKH7	MSA0840
Q5SKH9	MSA0395
Q5SKJ3	MSA0533
Q5SKV1	MSA0361
Q5SKV6	MSA0053
Q5SKV7	MSA0027
Q5SKV9	MSA0348
Q5SKW6	MSA0148
Q5SL35	MSA0212
Q5SL36	MSA0093
Q5SLE0	MSA0023
Q5SLM2	MSA0308
Q5SM04	N/A
Q5SM05	N/A
Q5SM21	N/A
Q5SM27	MSA1037
Q5W264	N/A
Q6MWW6	N/A
Q6MWW7	N/A
Q6MWZ4	N/A
Q6MWZ8	N/A
Q6MX13	MSA0866
Q6MX17	N/A
Q6MX28	N/A
Q6MX43	MSA1009
Q6N0G2	MSA0958
Q6N0G9	MSA0603
Q6N0K2	N/A
Q6N0L2	MSA0849
Q6N0T2	MSA0487
Q6N122	N/A
Q6N184	N/A
Q6N205	N/A
Q6N2W9	N/A
Q6N387	N/A
Q6N4H8	N/A
Q6N4I2	N/A
Q6N4Q4	MSA0035
Q6N4Y2	MSA0858
Q6N4Z3	MSA0236
Q6N5C3	MSA0078
Q6N5C6	MSA0606
Q6N5H3	MSA0883
Q6N5J7	N/A
Q6N5K7	MSA0126
Q6N5M1	MSA0465
Q6N5Q2	N/A
Q6N650	MSA0076
Q6N693	MSA0082
Q6N6B2	MSA0801
Q6N6I8	N/A
Q6N6P1	MSA0487
Q6N6V1	MSA0176
Q6N706	N/A
Q6N717	MSA0291
Q6N729	N/A
Q6N808	MSA0672
Q6N822	MSA0005
Q6N899	MSA0137
Q6N8A6	N/A
Q6N938	MSA0502
Q6N973	N/A
Q6N9K7	N/A
Q6N9L2	MSA0266
Q6N9L5	N/A
Q6N9N5	MSA0133
Q6N9P5	N/A
Q6N9Q4	MSA0023
Q6NAH9	MSA0497
Q6NAI0	MSA0656
Q6NAN5	N/A
Q6NAX9	N/A
Q6NB88	MSA1031
Q6NBQ6	N/A
Q6NC67	MSA1033
Q6NC89	N/A
Q6NCA9	N/A
Q6NCE1	MSA0135
Q6NCN8	MSA0565
Q6NCP1	MSA0263
Q6NCQ5	MSA0787
Q6NCW4	MSA0803
Q6NCX7	MSA0438
Q6ND51	MSA1055
Q6ND84	MSA0839
Q6NDB1	MSA0432
Q6NDB8	MSA0053
Q6NDC0	MSA0339
Q6NDC3	MSA0595
Q6NDL1	MSA0991
Q6NDM3	MSA0427
Q6NDQ4	MSA0691
Q6RKB1	N/A
Q6U5Y3	N/A
Q6UAC2	N/A
Q6XKD8	N/A
Q6YRP4	N/A
Q6YRR4	N/A
Q6YRR7	N/A
Q6YRT1	N/A
Q6YRT3	N/A
Q6YRW6	N/A
Q6YRX3	N/A
Q6YS03	N/A
Q6ZED5	N/A
Q6ZEL7	N/A
Q6ZEQ1	N/A
Q6ZES1	N/A
Q6ZES9	N/A
Q6ZET8	N/A
Q6ZEV3	N/A
Q6ZEW2	N/A
Q6ZEW4	N/A
Q72G88	N/A
Q72G91	N/A
Q72GE4	N/A
Q72GG0	N/A
Q72GJ2	N/A
Q72GJ3	N/A
Q72GJ6	N/A
Q72GM1	N/A
Q72GQ0	N/A
Q72GR8	N/A
Q72GS2	N/A
Q72GS6	N/A
Q72GW4	N/A
Q72GY7	N/A
Q72H36	N/A
Q72H65	N/A
Q72H73	N/A
Q72H76	N/A
Q72H84	N/A
Q72H94	N/A
Q72H95	N/A
Q72HJ9	N/A
Q72HR6	N/A
Q72HS2	N/A
Q72HY1	N/A
Q72I33	N/A
Q72I53	N/A
Q72ID4	N/A
Q72II3	N/A
Q72IJ6	N/A
Q72IN0	N/A
Q72IR9	N/A
Q72IV2	N/A
Q72IW9	N/A
Q72IY9	N/A
Q72J52	N/A
Q72JG7	N/A
Q72JH2	N/A
Q72JJ5	N/A
Q72JN9	N/A
Q72JS7	N/A
Q72K80	N/A
Q72K94	N/A
Q72KG7	N/A
Q72KV7	N/A
Q72L91	N/A
Q72LA0	N/A
Q72LE2	N/A
Q72LH0	N/A
Q72LH1	N/A
Q746M9	N/A
Q746N1	N/A
Q797B3	MSA0628
Q79EE5	N/A
Q79FL8	N/A
Q79FP1	N/A
Q79FP2	N/A
Q79FV7	N/A
Q79FW0	MSA0085
Q79PF4	N/A
Q7A4R9	MSA0880
Q7AKG8	N/A
Q7AKN8	N/A
Q7AKQ4	N/A
Q7AKQ6	N/A
Q7AKR9	N/A
Q7AP59	N/A
Q7AP65	N/A
Q7APD8	MSA0504
Q7BBW0	N/A
Q7BC73	N/A
Q7BSW5	N/A
Q7CDZ7	N/A
Q7CE61	N/A
Q7CE65	N/A
Q7D4L9	N/A
Q7D5R0	N/A
Q7D9D7	N/A
Q7D9F6	N/A
Q7D9S1	N/A
Q7DB53	N/A
Q7DB54	N/A
Q7DB80	N/A
Q7DB81	N/A
Q7DBF3	N/A
Q7DBF4	N/A
Q7DBF5	N/A
Q7DBF6	N/A
Q7DBF8	N/A
Q7DBL5	N/A
Q7DC32	N/A
Q7DDR9	MSA0876
Q7DFN2	N/A
Q7LX34	N/A
Q7LX61	N/A
Q7LX66	N/A
Q7LX68	N/A
Q7LX71	MSA0958
Q7LX77	N/A
Q7LX81	N/A
Q7LX98	MSA1004
Q7LXD9	N/A
Q7LXE1	N/A
Q7LXE8	MSA0525
Q7LXH4	N/A
Q7LXI3	N/A
Q7LXJ1	MSA1071
Q7LXK8	MSA0375
Q7LXM0	MSA0855
Q7LXM4	MSA0544
Q7LXN5	N/A
Q7LXP0	N/A
Q7LXP8	MSA0309
Q7LXQ2	MSA0563
Q7LXR4	MSA0024
Q7LXR7	N/A
Q7LXS7	MSA0702
Q7LXS8	N/A
Q7LXT3	N/A
Q7LXU0	MSA0701
Q7LXU1	MSA0783
Q7LXV0	MSA0431
Q7LXV9	N/A
Q7LXW0	N/A
Q7LXW1	N/A
Q7LXW8	N/A
Q7LXX7	N/A
Q7LY03	N/A
Q7LYI9	MSA0517
Q7LYK3	MSA0328
Q7M7K0	N/A
Q7M7K1	N/A
Q7MBT7	N/A
Q7MC40	N/A
Q7MCQ4	N/A
Q7MCZ7	N/A
Q7MDA6	N/A
Q7MDB5	N/A
Q7MDF9	N/A
Q7MDZ1	N/A
Q7MER8	N/A
Q7MET6	N/A
Q7MEX9	N/A
Q7MF23	N/A
Q7MFB1	N/A
Q7MFK7	N/A
Q7MG94	N/A
Q7MHJ1	N/A
Q7MHJ4	N/A
Q7MHV6	N/A
Q7MI44	N/A
Q7MI93	N/A
Q7MIE0	N/A
Q7MIU5	N/A
Q7MJ80	N/A
Q7MJS1	N/A
Q7MKX5	N/A
Q7MMH2	N/A
Q7MMR2	N/A
Q7MMU2	N/A
Q7MN57	N/A
Q7MNK1	N/A
Q7MNP3	N/A
Q7MNX7	N/A
Q7MNY1	N/A
Q7MP86	N/A
Q7MPQ9	N/A
Q7TZN1	N/A
Q7UAE6	N/A
Q7UAH4	N/A
Q7UAV7	N/A
Q7UB34	N/A
Q7UBD3	N/A
Q7UBI7	N/A
Q7UBI8	N/A
Q7UBT0	N/A
Q7UBU3	N/A
Q7UBW5	N/A
Q7UC56	N/A
Q7UCT6	N/A
Q7UDL2	N/A
Q7WLU9	N/A
Q7WY61	MSA1079
Q7ZAM1	N/A
Q81WK7	N/A
Q81ZL3	N/A
Q81ZL7	N/A
Q81ZM2	N/A
Q81ZM8	N/A
Q81ZN9	N/A
Q81ZS9	N/A
Q81ZT5	N/A
Q81ZT8	N/A
Q81ZU1	N/A
Q821A6	N/A
Q821C1	N/A
Q821C2	N/A
Q836B3	MSA1079
Q83IM5	N/A
Q83IP5	N/A
Q83IP6	N/A
Q83IR6	N/A
Q83IS3	N/A
Q83IT3	N/A
Q83IY3	N/A
Q83J15	N/A
Q83J38	N/A
Q83J89	N/A
Q83JA5	N/A
Q83JB3	N/A
Q83JC3	N/A
Q83JC4	N/A
Q83JF0	N/A
Q83JF9	N/A
Q83JH9	N/A
Q83JW6	N/A
Q83JW7	N/A
Q83JY2	N/A
Q83K06	N/A
Q83K21	N/A
Q83K44	N/A
Q83K48	N/A
Q83K86	N/A
Q83K95	N/A
Q83KA8	N/A
Q83KD8	N/A
Q83KK3	N/A
Q83KQ3	N/A
Q83KR7	N/A
Q83KS7	N/A
Q83KT5	N/A
Q83KW2	N/A
Q83KX8	N/A
Q83L36	N/A
Q83L37	N/A
Q83LF6	N/A
Q83LF7	N/A
Q83LJ2	N/A
Q83LN3	N/A
Q83LN4	N/A
Q83LX5	N/A
Q83LY1	N/A
Q83LY3	N/A
Q83M12	N/A
Q83M42	N/A
Q83ME5	N/A
Q83MF6	N/A
Q83MH2	N/A
Q83MH5	N/A
Q83MJ8	N/A
Q83MN1	N/A
Q83P35	N/A
Q83P38	N/A
Q83PC2	N/A
Q83PE8	N/A
Q83PF4	N/A
Q83PG1	N/A
Q83PG4	N/A
Q83PJ7	N/A
Q83PP2	N/A
Q83PR3	N/A
Q83PV3	N/A
Q83PY5	N/A
Q83PY6	N/A
Q83PY9	N/A
Q83Q07	N/A
Q83Q14	N/A
Q83QA2	N/A
Q83QD0	N/A
Q83QD5	N/A
Q83QD9	N/A
Q83QE0	N/A
Q83QK4	N/A
Q83QL1	N/A
Q83QN4	N/A
Q83QN9	N/A
Q83QQ5	N/A
Q83QQ8	N/A
Q83QR1	N/A
Q83QR3	N/A
Q83QS6	N/A
Q83QT8	N/A
Q83QV0	N/A
Q83QZ5	N/A
Q83R04	N/A
Q83R64	N/A
Q83R90	N/A
Q83RC0	N/A
Q83RE8	N/A
Q83RG1	N/A
Q83RJ4	N/A
Q83RN5	N/A
Q83RP1	N/A
Q83RP2	N/A
Q83RR8	N/A
Q83RU3	N/A
Q83RX5	N/A
Q83RX6	N/A
Q83S00	N/A
Q83S18	N/A
Q83S42	N/A
Q83S54	N/A
Q83SD5	N/A
Q83SE1	N/A
Q83SE5	N/A
Q83SE6	N/A
Q83SG2	N/A
Q83SM9	N/A
Q83SN2	N/A
Q83SN7	N/A
Q83SP1	N/A
Q83SQ0	N/A
Q84EC7	N/A
Q84F84	N/A
Q8CJR0	N/A
Q8CJR6	N/A
Q8CJR8	N/A
Q8CK13	N/A
Q8CWP9	N/A
Q8CXS7	N/A
Q8CY87	N/A
Q8DR55	N/A
Q8E1E6	N/A
Q8E3U4	N/A
Q8E6N7	N/A
Q8EIX3	MSA1029
Q8EXC5	N/A
Q8EXH1	N/A
Q8EYN0	N/A
Q8F1E5	N/A
Q8F1E7	N/A
Q8F1I5	N/A
Q8F1N3	N/A
Q8F1N6	N/A
Q8F1Q9	N/A
Q8F1R0	N/A
Q8F3D4	N/A
Q8F3G9	N/A
Q8F425	N/A
Q8F491	N/A
Q8F563	N/A
Q8F663	N/A
Q8F689	N/A
Q8F6H8	N/A
Q8F6H9	N/A
Q8F6K1	N/A
Q8F6U4	N/A
Q8F6Y5	N/A
Q8F701	N/A
Q8F7T3	N/A
Q8F7V3	N/A
Q8F850	N/A
Q8F8A5	N/A
Q8F8D0	N/A
Q8F9U8	N/A
Q8GP19	N/A
Q8GP20	N/A
Q8KX25	N/A
Q8NQJ3	N/A
Q8NU97	N/A
Q8NU98	N/A
Q8PEJ1	N/A
Q8PEL1	N/A
Q8PEM1	N/A
Q8PER7	N/A
Q8PES0	N/A
Q8PEV9	N/A
Q8PEW2	N/A
Q8PEX7	N/A
Q8PF94	N/A
Q8PFF4	N/A
Q8PFG9	N/A
Q8PFX5	N/A
Q8PG87	N/A
Q8PGB3	N/A
Q8PGG6	N/A
Q8PGJ4	N/A
Q8PGK4	N/A
Q8PGN7	N/A
Q8PGS0	N/A
Q8PH13	N/A
Q8PH73	N/A
Q8PH84	N/A
Q8PHY0	N/A
Q8PHZ9	N/A
Q8PI16	N/A
Q8PI44	N/A
Q8PIB8	N/A
Q8PIH1	N/A
Q8PII6	N/A
Q8PIN6	N/A
Q8PIR2	N/A
Q8PIR5	N/A
Q8PIV6	N/A
Q8PJ00	N/A
Q8PJ02	N/A
Q8PJ03	N/A
Q8PJ43	N/A
Q8PJH6	N/A
Q8PJT7	N/A
Q8PJW6	N/A
Q8PKC0	N/A
Q8PKC8	N/A
Q8PKH6	N/A
Q8PKI7	N/A
Q8PKL5	N/A
Q8PKQ1	N/A
Q8PKW6	N/A
Q8PKZ3	N/A
Q8PL31	N/A
Q8PL68	N/A
Q8PLM3	N/A
Q8PLW4	N/A
Q8PLW8	N/A
Q8PM69	N/A
Q8PMD8	N/A
Q8PMI4	N/A
Q8PMM9	N/A
Q8PMV4	N/A
Q8PNB1	N/A
Q8PNI0	N/A
Q8PNI3	N/A
Q8PNK9	N/A
Q8PNP1	N/A
Q8PNS2	N/A
Q8PNS3	N/A
Q8PNS9	N/A
Q8PNT1	N/A
Q8PNT4	N/A
Q8PNY2	N/A
Q8PP38	N/A
Q8PP39	N/A
Q8PP73	N/A
Q8PP84	N/A
Q8PPR3	N/A
Q8PPT4	N/A
Q8PPZ1	N/A
Q8PQ14	N/A
Q8PQ24	N/A
Q8PQ68	N/A
Q8PQ72	N/A
Q8PQN1	N/A
Q8PQN2	N/A
Q8PQQ4	N/A
Q8PR77	N/A
Q8PRE0	N/A
Q8PS33	N/A
Q8PT38	N/A
Q8PTF7	N/A
Q8PTP5	N/A
Q8PTU7	N/A
Q8PU20	N/A
Q8PUB6	N/A
Q8PUQ8	N/A
Q8PUQ9	N/A
Q8PUV5	N/A
Q8PV69	N/A
Q8PVK0	N/A
Q8PX75	N/A
Q8PXA9	N/A
Q8PXT3	N/A
Q8PXU9	N/A
Q8PXV7	N/A
Q8PZB5	N/A
Q8Q0G7	N/A
Q8Q0G9	N/A
Q8Q0P3	N/A
Q8R6T1	MSA0533
Q8R783	MSA0350
Q8R7V8	MSA0138
Q8R8L6	MSA1047
Q8R8Q1	N/A
Q8R910	MSA0803
Q8R964	MSA0043
Q8R967	MSA0104
