Protein	Tax_id,,Tax_name,,Species,,Genus,,Family,,Order,,Class,,Phylum,,Kingdom,,Superkingdom
A0A1L9C3Q1	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C3S3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C3W4	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C3W7	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C3X7	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C3X8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C423	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C432	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C435	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C440	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C444	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C452	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C456	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C459	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C471	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C491	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C493	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4C3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4C9	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4D6	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4D8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4E5	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4E7	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4F4	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4G4	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4H5	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4J6	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4L4	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4L6	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4L9	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4M2	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4N8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4R4	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4R9	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C4V8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C511	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C516	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C556	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C599	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5B0	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5B6	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5D2	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5D4	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5E8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5F9	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5I8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5K6	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5L7	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5L9	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5M9	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5N6	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5N7	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5N8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5P0	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5P6	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5R2	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5S7	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5T3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C5V9	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C624	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C642	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C646	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C647	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C669	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C696	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6A3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6A5	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6C2	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6C3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6C8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6G0	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6H3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6H7	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6I3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6K3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6L9	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6P0	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6P7	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6P8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6S6	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6S9	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6U3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6U5	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6V7	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C6W4	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C727	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C733	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C787	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C794	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C7C2	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C7D3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C7D5	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C7E1	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C7G2	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C7G8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C7I4	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C7J6	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C7J8	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1L9C7L3	523843,,Methanohalophilus portucalensis FDF-1,,Methanohalophilus portucalensis,,Methanohalophilus,,Methanosarcinaceae,,Methanosarcinales,,Methanomicrobia,,Euryarchaeota,,,,Archaea
A0A1W6TFG2	663,,Vibrio alginolyticus,,,,Vibrio,,Vibrionaceae,,Vibrionales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1W6TXT0	663,,Vibrio alginolyticus,,,,Vibrio,,Vibrionaceae,,Vibrionales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0PRK9	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0PSC7	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0PSP7	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0PX46	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0PYX9	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0PZC4	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0Q0X1	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0Q1Y2	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0Q2H3	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0Q5A7	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0Q5B5	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A1Y0Q5T0	72407,,Klebsiella pneumoniae subsp. pneumoniae,,Klebsiella pneumoniae,,Klebsiella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
