Protein	Description
P00582	EcoCyc:EG10746-MONOMER;;ECOL316407:JW3835-MONOMER;;MetaCyc:EG10746-MONOMER
P00634	EcoCyc:ALKAPHOSPHA-MONOMER;;ECOL316407:JW0374-MONOMER;;MetaCyc:ALKAPHOSPHA-MONOMER
P00811	EcoCyc:EG10040-MONOMER;;ECOL316407:JW4111-MONOMER;;MetaCyc:EG10040-MONOMER
P00864	EcoCyc:PEPCARBOX-MONOMER;;ECOL316407:JW3928-MONOMER;;MetaCyc:PEPCARBOX-MONOMER
P00909	EcoCyc:PRAI-IGPS;;ECOL316407:JW1254-MONOMER;;MetaCyc:PRAI-IGPS
P00936	EcoCyc:ADENYLATECYC-MONOMER;;ECOL316407:JW3778-MONOMER;;MetaCyc:ADENYLATECYC-MONOMER
P00946	EcoCyc:MANNPISOM-MONOMER;;ECOL316407:JW1605-MONOMER;;MetaCyc:MANNPISOM-MONOMER
P00954	EcoCyc:TRPS-MONOMER;;ECOL316407:JW3347-MONOMER;;MetaCyc:TRPS-MONOMER
P00956	EcoCyc:ILES-MONOMER;;ECOL316407:JW0024-MONOMER;;MetaCyc:ILES-MONOMER
P00959	EcoCyc:METG-MONOMER;;ECOL316407:JW2101-MONOMER;;MetaCyc:METG-MONOMER
P00961	EcoCyc:GLYS-MONOMER;;ECOL316407:JW3530-MONOMER;;MetaCyc:GLYS-MONOMER
P00968	EcoCyc:CARBPSYN-LARGE;;ECOL316407:JW0031-MONOMER;;MetaCyc:CARBPSYN-LARGE
P02344	N/A
P02359	EcoCyc:EG10906-MONOMER;;ECOL316407:JW3303-MONOMER;;MetaCyc:EG10906-MONOMER
P02394	BSUB:BSU01050-MONOMER
P02903	MetaCyc:MONOMER-17000
P02925	EcoCyc:RBSB-MONOMER;;ECOL316407:JW3730-MONOMER;;MetaCyc:RBSB-MONOMER
P02931	EcoCyc:EG10671-MONOMER;;ECOL316407:JW0912-MONOMER;;MetaCyc:EG10671-MONOMER
P02968	BSUB:BSU35360-MONOMER
P02974	N/A
P03018	EcoCyc:EG11064-MONOMER;;ECOL316407:JW3786-MONOMER
P03030	EcoCyc:PD00360;;ECOL316407:JW2807-MONOMER
P03943	N/A
P03944	N/A
P04036	EcoCyc:DIHYDROPICRED-MONOMER;;ECOL316407:JW0029-MONOMER;;MetaCyc:DIHYDROPICRED-MONOMER
P04042	SENT99287:STM1917-MONOMER
P04079	EcoCyc:GMP-SYN-MONOMER;;ECOL316407:JW2491-MONOMER;;MetaCyc:GMP-SYN-MONOMER
P04805	EcoCyc:GLURS-MONOMER;;ECOL316407:JW2395-MONOMER;;MetaCyc:GLURS-MONOMER
P04831	BSUB:BSU29570-MONOMER
P04832	BSUB:BSU09750-MONOMER
P04951	EcoCyc:CPM-KDOSYNTH-MONOMER;;ECOL316407:JW0901-MONOMER;;MetaCyc:CPM-KDOSYNTH-MONOMER
P04969	BSUB:BSU01420-MONOMER
P04990	BSUB:BSU32250-MONOMER
P05052	EcoCyc:PD00967;;ECOL316407:JW0553-MONOMER
P05055	EcoCyc:EG10743-MONOMER;;ECOL316407:JW5851-MONOMER;;MetaCyc:EG10743-MONOMER
P05429	MetaCyc:PSBB-MONOMER
P05431	NMEN122586:G1G1B-18-MONOMER
P05459	EcoCyc:ERYTHRON4PDEHYDROG-MONOMER;;ECOL316407:JW2317-MONOMER;;MetaCyc:ERYTHRON4PDEHYDROG-MONOMER
P05645	BSUB:BSU28270-MONOMER
P05651	BSUB:BSU00040-MONOMER
P05652	BSUB:BSU00060-MONOMER
P05653	BSUB:BSU00070-MONOMER
P05654	BSUB:BSU15490-MONOMER;;MetaCyc:BSU15490-MONOMER
P05793	EcoCyc:KETOLREDUCTOISOM-MONOMER;;ECOL316407:JW3747-MONOMER;;MetaCyc:KETOLREDUCTOISOM-MONOMER
P06224	BSUB:BSU25200-MONOMER
P06533	BSUB:BSU24610-MONOMER
P06534	BSUB:BSU24220-MONOMER
P06535	BSUB:BSU27930-MONOMER
P06612	EcoCyc:EG11013-MONOMER;;ECOL316407:JW1266-MONOMER;;MetaCyc:EG11013-MONOMER
P06616	EcoCyc:EG10270-MONOMER;;ECOL316407:JW2550-MONOMER;;MetaCyc:EG10270-MONOMER
P06628	BSUB:BSU37130-MONOMER
P06959	EcoCyc:E2P-MONOMER;;ECOL316407:JW0111-MONOMER;;MetaCyc:E2P-MONOMER
P06999	EcoCyc:6PFK-2-MONOMER;;ECOL316407:JW5280-MONOMER;;MetaCyc:6PFK-2-MONOMER
P07003	EcoCyc:PYRUVOXID-MONOMER;;ECOL316407:JW0855-MONOMER;;MetaCyc:PYRUVOXID-MONOMER
P07012	EcoCyc:EG10762-MONOMER;;ECOL316407:JW5847-MONOMER
P07343	BSUB:BSU33040-MONOMER
P07363	ECOL316407:JW1877-MONOMER
P07515	EFAE226185:G1G0C-697-MONOMER
P07639	EcoCyc:AROB-MONOMER;;ECOL316407:JW3352-MONOMER;;MetaCyc:AROB-MONOMER
P07650	EcoCyc:DEOA-MONOMER;;ECOL316407:JW4345-MONOMER;;MetaCyc:DEOA-MONOMER
P07784	BSUB:BSU08660-MONOMER
P07789	BSUB:BSU36050-MONOMER
P08065	BSUB:BSU28440-MONOMER
P08066	BSUB:BSU28430-MONOMER
P08164	BSUB:BSU03130-MONOMER
P08178	EcoCyc:AIRS-MONOMER;;ECOL316407:JW2484-MONOMER;;MetaCyc:AIRS-MONOMER
P08192	EcoCyc:FOLC-MONOMER;;ECOL316407:JW2312-MONOMER;;MetaCyc:FOLC-MONOMER
P08200	EcoCyc:ISOCITDEH-SUBUNIT;;ECOL316407:JW1122-MONOMER;;MetaCyc:ISOCITDEH-SUBUNIT
P08312	EcoCyc:PHES-MONOMER;;ECOL316407:JW5277-MONOMER;;MetaCyc:PHES-MONOMER
P08400	EcoCyc:PHOR-MONOMER;;ECOL316407:JW0390-MONOMER
P08506	EcoCyc:EG10203-MONOMER;;ECOL316407:JW0823-MONOMER;;MetaCyc:EG10203-MONOMER
P08821	BSUB:BSU22790-MONOMER
P08838	BSUB:BSU13910-MONOMER
P08839	EcoCyc:PTSI-MONOMER;;ECOL316407:JW2409-MONOMER;;MetaCyc:PTSI-MONOMER
P08874	BSUB:BSU00370-MONOMER
P08877	BSUB:BSU13900-MONOMER
P08997	EcoCyc:MALATE-SYNTHASE;;ECOL316407:JW3974-MONOMER;;MetaCyc:MALATE-SYNTHASE
P09030	EcoCyc:EG11073-MONOMER;;ECOL316407:JW1738-MONOMER;;MetaCyc:EG11073-MONOMER
P09120	N/A
P09124	BSUB:BSU33940-MONOMER
P09152	EcoCyc:NARG-MONOMER;;ECOL316407:JW1215-MONOMER;;MetaCyc:NARG-MONOMER
P09169	EcoCyc:EG10673-MONOMER;;ECOL316407:JW0554-MONOMER;;MetaCyc:EG10673-MONOMER
P09190	N/A
P09193	MetaCyc:PSBC-MONOMER
P09323	EcoCyc:NAGE-MONOMER;;ECOL316407:JW0665-MONOMER;;MetaCyc:NAGE-MONOMER
P09339	BSUB:BSU18000-MONOMER
P09373	EcoCyc:PYRUVFORMLY-MONOMER;;ECOL316407:JW0886-MONOMER;;MetaCyc:PYRUVFORMLY-MONOMER
P09384	SENT99287:STM1921-MONOMER
P09546	EcoCyc:PUTA-MONOMER;;ECOL316407:JW0999-MONOMER;;MetaCyc:PUTA-MONOMER
P09819	N/A
P09835	EcoCyc:UHPB-MONOMER;;ECOL316407:JW3643-MONOMER
P09924	MetaCyc:MONOMER-641;;MPNE272634:G1GJ3-99-MONOMER
P0A0D6	N/A
P0A0E0	N/A
P0A0E3	N/A
P0A0Q7	HPY:HP0891-MONOMER
P0A252	N/A
P0A2D5	SENT99287:STM1916-MONOMER
P0A2D9	SENT99287:STM4006-MONOMER
P0A2W5	N/A
P0A2Z0	LLAC272623:L11208-MONOMER
P0A345	N/A
P0A3B4	N/A
P0A3E6	LMON169963:LMO1445-MONOMER
P0A3F4	SYNEL:SYNPCC7942_0321-MONOMER
P0A3H5	N/A
P0A435	ECOL199310:C2618-MONOMER
P0A438	LMON169963:LMO1002-MONOMER
P0A439	GCF_000195795:LIN_RS05115-MONOMER
P0A485	LMON169963:LMO2548-MONOMER
P0A491	LMON169963:LMO1784-MONOMER
P0A4D1	ECOO157:RPSF-MONOMER
P0A4D2	N/A
P0A4P8	N/A
P0A4Q8	LMON169963:LMO0208-MONOMER
P0A4S0	N/A
P0A5B8	MBOV233413:G1GT4-2122-MONOMER
P0A5C0	MBOV233413:G1GT4-365-MONOMER
P0A5S5	MBOV233413:G1GT4-16-MONOMER
P0A6A3	EcoCyc:ACETATEKINA-MONOMER;;ECOL316407:JW2293-MONOMER;;MetaCyc:ACETATEKINA-MONOMER
P0A6A5	ECOO157:ACKA-MONOMER
P0A6A8	BTHE:EG50003-MONOMER;;EcoCyc:EG50003-MONOMER;;ECOL316407:JW1080-MONOMER;;MetaCyc:EG50003-MONOMER;;SHIGELLA:EG50003-MONOMER;;SYNEL:EG50003-MONOMER
P0A6B0	ECOO157:ACP-MONOMER
P0A6B7	EcoCyc:G7325-MONOMER;;ECOL316407:JW2514-MONOMER;;MetaCyc:G7325-MONOMER
P0A6D7	EcoCyc:AROK-MONOMER;;ECOL316407:JW5947-MONOMER;;MetaCyc:AROK-MONOMER
P0A6E4	EcoCyc:ARGSUCCINSYN-MONOMER;;ECOL316407:JW3140-MONOMER
P0A6F3	EcoCyc:GLYCEROL-KIN-MONOMER;;ECOL316407:JW3897-MONOMER;;MetaCyc:GLYCEROL-KIN-MONOMER
P0A6F4	N/A
P0A6F5	EcoCyc:EG10599-MONOMER;;ECOL316407:JW4103-MONOMER;;MetaCyc:EG10599-MONOMER
P0A6F7	ECOO157:MOPA-MONOMER
P0A6F8	N/A
P0A6F9	EcoCyc:EG10600-MONOMER;;ECOL316407:JW4102-MONOMER;;MetaCyc:EG10600-MONOMER
P0A6G1	ECOO157:MOPB-MONOMER
P0A6G2	N/A
P0A6G3	EcoCyc:G7409-MONOMER;;ECOL316407:JW2670-MONOMER;;MetaCyc:G7409-MONOMER
P0A6G9	ECOO157:CLPP-MONOMER
P0A6H1	EcoCyc:EG10159-MONOMER;;ECOL316407:JW0428-MONOMER;;MetaCyc:EG10159-MONOMER
P0A6H4	N/A
P0A6H5	EcoCyc:EG11881-MONOMER;;ECOL316407:JW3902-MONOMER;;MetaCyc:EG11881-MONOMER
P0A6H6	ECOO157:HSLU-MONOMER
P0A6H7	N/A
P0A6I0	EcoCyc:CMPKI-MONOMER;;ECOL316407:JW0893-MONOMER;;MetaCyc:CMPKI-MONOMER
P0A6J5	EcoCyc:DALADEHYDROGA-MONOMER;;ECOL316407:JW1178-MONOMER;;MetaCyc:DALADEHYDROGA-MONOMER
P0A6K6	EcoCyc:PPENTOMUT-MONOMER;;ECOL316407:JW4346-MONOMER;;MetaCyc:PPENTOMUT-MONOMER
P0A6L0	EcoCyc:DEOXYRIBOSE-P-ALD-MONOMER;;ECOL316407:JW4344-MONOMER;;MetaCyc:DEOXYRIBOSE-P-ALD-MONOMER
P0A6M8	EcoCyc:EG10360-MONOMER;;ECOL316407:JW3302-MONOMER
P0A6N0	ECOO157:FUSA-MONOMER
P0A6N3	ECOO157:TUFA-MONOMER;;ECOO157:TUFB-MONOMER
P0A6N4	EcoCyc:EG12099-MONOMER;;ECOL316407:JW4107-MONOMER;;MetaCyc:EG12099-MONOMER
P0A6N6	ECOO157:EFP-MONOMER
P0A6N7	N/A
P0A6N8	EcoCyc:EG12035-MONOMER;;ECOL316407:JW5362-MONOMER
P0A6P1	EcoCyc:EG11033-MONOMER;;ECOL316407:JW0165-MONOMER
P0A6P3	ECOO157:TSF-MONOMER
P0A6P5	EcoCyc:G7319-MONOMER;;ECOL316407:JW5403-MONOMER;;MetaCyc:G7319-MONOMER
P0A6P7	EcoCyc:EG11203-MONOMER;;ECOL316407:JW5930-MONOMER
P0A6P9	EcoCyc:ENOLASE-MONOMER;;ECOL316407:JW2750-MONOMER;;MetaCyc:ENOLASE-MONOMER
P0A6Q1	ECOO157:ENO-MONOMER
P0A6Q2	N/A
P0A6Q3	EcoCyc:FABA-MONOMER;;ECOL316407:JW0937-MONOMER;;MetaCyc:FABA-MONOMER
P0A6T1	EcoCyc:PGLUCISOM;;ECOL316407:JW3985-MONOMER;;MetaCyc:PGLUCISOM
P0A6T2	ECOO157:PGI-MONOMER
P0A6T3	EcoCyc:GALACTOKIN-MONOMER;;ECOL316407:JW0740-MONOMER;;MetaCyc:GALACTOKIN-MONOMER
P0A6T5	EcoCyc:GTP-CYCLOHYDRO-I-MONOMER;;ECOL316407:JW2140-MONOMER;;MetaCyc:GTP-CYCLOHYDRO-I-MONOMER
P0A6T8	N/A
P0A6T9	EcoCyc:GCVH-MONOMER;;ECOL316407:JW2872-MONOMER;;MetaCyc:GCVH-MONOMER
P0A6U2	N/A
P0A6V3	ECOO157:GLGC-MONOMER
P0A6V4	N/A
P0A6V5	EcoCyc:EG10395-MONOMER;;ECOL316407:JW3388-MONOMER;;MetaCyc:EG10395-MONOMER
P0A6W7	N/A
P0A6W9	EcoCyc:GLUTCYSLIG-MONOMER;;ECOL316407:JW2663-MONOMER;;MetaCyc:GLUTCYSLIG-MONOMER
P0A6X3	EcoCyc:EG10438-MONOMER;;ECOL316407:JW4130-MONOMER
P0A6X7	EcoCyc:PD00347;;ECOL316407:JW1702-MONOMER
P0A6Y1	EcoCyc:PD00348;;ECOL316407:JW0895-MONOMER
P0A6Y3	ECOO157:HIMD-MONOMER
P0A6Y8	EcoCyc:EG10241-MONOMER;;ECOL316407:JW0013-MONOMER;;MetaCyc:EG10241-MONOMER
P0A6Z0	ECOO157:DNAK-MONOMER
P0A6Z3	EcoCyc:EG10461-MONOMER;;ECOL316407:JW0462-MONOMER
P0A6Z5	ECOO157:HTPG-MONOMER
P0A6Z9	N/A
P0A705	EcoCyc:EG10505-MONOMER;;ECOL316407:JW3137-MONOMER
P0A706	ECOO157:INFB-MONOMER
P0A707	EcoCyc:EG10506-MONOMER;;ECOL316407:JW5829-MONOMER
P0A709	N/A
P0A717	EcoCyc:PRPPSYN-MONOMER;;ECOL316407:JW1198-MONOMER;;MetaCyc:PRPPSYN-MONOMER
P0A719	ECOO157:PRSA-MONOMER
P0A722	EcoCyc:UDPNACETYLGLUCOSAMACYLTRANS-MONOMER;;ECOL316407:JW0176-MONOMER;;MetaCyc:UDPNACETYLGLUCOSAMACYLTRANS-MONOMER
P0A734	EcoCyc:EG10598-MONOMER;;ECOL316407:JW1163-MONOMER
P0A745	N/A
P0A746	EcoCyc:EG12394-MONOMER;;ECOL316407:JW1767-MONOMER;;MetaCyc:EG12394-MONOMER
P0A759	EcoCyc:GLUCOSAMINE-6-P-DEAMIN-MONOMER;;ECOL316407:JW0664-MONOMER;;MetaCyc:GLUCOSAMINE-6-P-DEAMIN-MONOMER
P0A761	EcoCyc:NANE-MONOMER;;ECOL316407:JW3192-MONOMER;;MetaCyc:NANE-MONOMER
P0A763	EcoCyc:NUCLEOSIDE-DIP-KIN-MONOMER;;ECOL316407:JW2502-MONOMER;;MetaCyc:NUCLEOSIDE-DIP-KIN-MONOMER
P0A764	ECOO157:NDK-MONOMER
P0A769	EcoCyc:YFEP-MONOMER;;ECOL316407:JW2388-MONOMER;;MetaCyc:YFEP-MONOMER
P0A771	ECOO157:Z3658-MONOMER
P0A783	N/A
P0A796	EcoCyc:6PFK-1-MONOMER;;ECOL316407:JW3887-MONOMER;;MetaCyc:6PFK-1-MONOMER
P0A797	ECOO157:PFKA-MONOMER;;MetaCyc:MONOMER-18281
P0A799	EcoCyc:PGK;;ECOL316407:JW2893-MONOMER;;MetaCyc:PGK
P0A7A9	EcoCyc:INORGPYROPHOSPHAT-MONOMER;;ECOL316407:JW4185-MONOMER;;MetaCyc:INORGPYROPHOSPHAT-MONOMER
P0A7B0	ECOO157:PPA-MONOMER
P0A7B5	EcoCyc:GLUTKIN-MONOMER;;ECOL316407:JW0232-MONOMER;;MetaCyc:GLUTKIN-MONOMER
P0A7C6	EcoCyc:EG11920-MONOMER;;ECOL316407:JW3981-MONOMER;;MetaCyc:EG11920-MONOMER
P0A7C7	ECOO157:PEPE-MONOMER
P0A7D4	EcoCyc:ADENYLOSUCCINATE-SYN-MONOMER;;ECOL316407:JW4135-MONOMER;;MetaCyc:ADENYLOSUCCINATE-SYN-MONOMER
P0A7D9	ECOO157:PURC-MONOMER
P0A7E5	EcoCyc:CTPSYN-MONOMER;;ECOL316407:JW2751-MONOMER;;MetaCyc:CTPSYN-MONOMER
P0A7E8	N/A
P0A7F3	EcoCyc:ASPCARBREG-MONOMER;;ECOL316407:JW4203-MONOMER;;MetaCyc:ASPCARBREG-MONOMER
P0A7F8	N/A
P0A7G2	EcoCyc:EG11178-MONOMER;;ECOL316407:JW3136-MONOMER
P0A7G6	EcoCyc:EG10823-MONOMER;;ECOL316407:JW2669-MONOMER;;MetaCyc:EG10823-MONOMER
P0A7G8	ECOO157:RECA-MONOMER
P0A7G9	N/A
P0A7I0	EcoCyc:EG10761-MONOMER;;ECOL316407:JW1202-MONOMER
P0A7I3	N/A
P0A7I4	EcoCyc:EG12114-MONOMER;;ECOL316407:JW5873-MONOMER
P0A7I9	N/A
P0A7J3	EcoCyc:EG10871-MONOMER;;ECOL316407:JW3948-MONOMER;;MetaCyc:EG10871-MONOMER
P0A7K2	EcoCyc:EG10873-MONOMER;;ECOL316407:JW3949-MONOMER;;MetaCyc:EG10873-MONOMER
P0A7K6	EcoCyc:EG10880-MONOMER;;ECOL316407:JW2587-MONOMER;;MetaCyc:EG10880-MONOMER
P0A7K9	N/A
P0A7L0	EcoCyc:EG10864-MONOMER;;ECOL316407:JW3947-MONOMER;;MetaCyc:EG10864-MONOMER
P0A7L5	ECOO157:RPLT-MONOMER
P0A7L8	EcoCyc:EG50002-MONOMER;;ECOL316407:JW3152-MONOMER;;MetaCyc:EG50002-MONOMER
P0A7M2	EcoCyc:EG10886-MONOMER;;ECOL316407:JW3612-MONOMER;;MetaCyc:EG10886-MONOMER
P0A7M6	EcoCyc:EG10887-MONOMER;;ECOL316407:JW3274-MONOMER;;MetaCyc:EG10887-MONOMER
P0A7M9	EcoCyc:EG10889-MONOMER;;ECOL316407:JW3907-MONOMER;;MetaCyc:EG10889-MONOMER
P0A7N0	ECOO157:RPME-MONOMER
P0A7N1	EcoCyc:G6167-MONOMER;;ECOL316407:JW5035-MONOMER
P0A7N3	N/A
P0A7N4	EcoCyc:EG10890-MONOMER;;ECOL316407:JW1075-MONOMER;;MetaCyc:EG10890-MONOMER
P0A7N5	ECOO157:RPMF-MONOMER
P0A7N8	N/A
P0A7P1	ECOO157:RPMG-MONOMER
P0A7P4	N/A
P0A7R1	EcoCyc:EG10870-MONOMER;;ECOL316407:JW4161-MONOMER;;MetaCyc:EG10870-MONOMER
P0A7R7	ECOO157:RPSJ-MONOMER
P0A7R9	EcoCyc:EG10910-MONOMER;;ECOL316407:JW3259-MONOMER;;MetaCyc:EG10910-MONOMER
P0A7S2	N/A
P0A7S3	EcoCyc:EG10911-MONOMER;;ECOL316407:JW3304-MONOMER;;MetaCyc:EG10911-MONOMER
P0A7S8	N/A
P0A7S9	EcoCyc:EG10912-MONOMER;;ECOL316407:JW3260-MONOMER;;MetaCyc:EG10912-MONOMER
P0A7T3	EcoCyc:EG10915-MONOMER;;ECOL316407:JW2590-MONOMER;;MetaCyc:EG10915-MONOMER
P0A7T5	ECOO157:RPSP-MONOMER
P0A7T6	N/A
P0A7T7	EcoCyc:EG10917-MONOMER;;ECOL316407:JW4160-MONOMER;;MetaCyc:EG10917-MONOMER
P0A7T9	ECOO157:RPSR-MONOMER
P0A7U2	N/A
P0A7U3	EcoCyc:EG10918-MONOMER;;ECOL316407:JW3278-MONOMER;;MetaCyc:EG10918-MONOMER
P0A7U6	N/A
P0A7V0	EcoCyc:EG10901-MONOMER;;ECOL316407:JW0164-MONOMER;;MetaCyc:EG10901-MONOMER
P0A7V3	EcoCyc:EG10902-MONOMER;;ECOL316407:JW3276-MONOMER;;MetaCyc:EG10902-MONOMER
P0A7V8	EcoCyc:EG10903-MONOMER;;ECOL316407:JW3258-MONOMER;;MetaCyc:EG10903-MONOMER
P0A7W1	EcoCyc:EG10904-MONOMER;;ECOL316407:JW3265-MONOMER;;MetaCyc:EG10904-MONOMER
P0A7W6	N/A
P0A7W7	EcoCyc:EG10907-MONOMER;;ECOL316407:JW3268-MONOMER;;MetaCyc:EG10907-MONOMER
P0A7X3	EcoCyc:EG10908-MONOMER;;ECOL316407:JW3199-MONOMER;;MetaCyc:EG10908-MONOMER
P0A7X5	ECOO157:RPSI-MONOMER
P0A7Y0	EcoCyc:EG10857-MONOMER;;ECOL316407:JW2551-MONOMER;;MetaCyc:EG10857-MONOMER
P0A7Z0	EcoCyc:RIB5PISOMA-MONOMER;;ECOL316407:JW5475-MONOMER;;MetaCyc:RIB5PISOMA-MONOMER
P0A7Z2	ECOO157:RPIA-MONOMER
P0A7Z4	EcoCyc:EG10893-MONOMER;;ECOL316407:JW3257-MONOMER;;MetaCyc:EG10893-MONOMER
P0A7Z6	ECOO157:RPOA-MONOMER
P0A7Z9	N/A
P0A805	EcoCyc:EG10335-MONOMER;;ECOL316407:JW0167-MONOMER
P0A807	ECOO157:FRR-MONOMER
P0A808	N/A
P0A812	EcoCyc:EG10924-MONOMER;;ECOL316407:JW1849-MONOMER;;MetaCyc:EG10924-MONOMER
P0A817	EcoCyc:S-ADENMETSYN-MONOMER;;ECOL316407:JW2909-MONOMER;;MetaCyc:S-ADENMETSYN-MONOMER
P0A825	EcoCyc:GLYOHMETRANS-MONOMER;;ECOL316407:JW2535-MONOMER;;MetaCyc:GLYOHMETRANS-MONOMER
P0A827	N/A
P0A836	EcoCyc:SUCCCOASYN-BETA;;ECOL316407:JW0717-MONOMER;;MetaCyc:SUCCCOASYN-BETA
P0A838	ECOO157:SUCC-MONOMER
P0A839	N/A
P0A850	EcoCyc:EG11003-MONOMER;;ECOL316407:JW0426-MONOMER;;MetaCyc:EG11003-MONOMER
P0A851	ECOO157:TIG-MONOMER
P0A853	EcoCyc:TRYPTOPHAN-MONOMER;;ECOL316407:JW3686-MONOMER;;MetaCyc:TRYPTOPHAN-MONOMER
P0A858	EcoCyc:TPI-MONOMER;;ECOL316407:JW3890-MONOMER;;MetaCyc:TPI-MONOMER
P0A861	N/A
P0A862	EcoCyc:G6660-MONOMER;;ECOL316407:JW1317-MONOMER;;MetaCyc:G6660-MONOMER
P0A867	EcoCyc:TRANSALDOLA-MONOMER;;ECOL316407:JW2448-MONOMER
P0A870	EcoCyc:TRANSALDOLB-MONOMER;;ECOL316407:JW0007-MONOMER;;MetaCyc:TRANSALDOLB-MONOMER
P0A871	ECOO157:TALB-MONOMER
P0A872	N/A
P0A877	EcoCyc:TRYPSYN-APROTEIN;;ECOL316407:JW1252-MONOMER;;MetaCyc:TRYPSYN-APROTEIN
P0A883	N/A
P0A889	N/A
P0A894	EcoCyc:EG12146-MONOMER;;ECOL316407:JW3172-MONOMER
P0A8A0	EcoCyc:EG11137-MONOMER;;ECOL316407:JW1853-MONOMER
P0A8A6	N/A
P0A8B5	EcoCyc:EG11100-MONOMER;;ECOL316407:JW0460-MONOMER
P0A8C4	EcoCyc:EG11323-MONOMER;;ECOL316407:JW5473-MONOMER
P0A8C6	N/A
P0A8C7	N/A
P0A8E1	EcoCyc:G6568-MONOMER;;ECOL316407:JW5158-MONOMER
P0A8E7	EcoCyc:G6240-MONOMER;;ECOL316407:JW5058-MONOMER
P0A8F2	N/A
P0A8F3	N/A
P0A8F4	EcoCyc:UDK-MONOMER;;ECOL316407:JW2051-MONOMER;;MetaCyc:UDK-MONOMER
P0A8F7	N/A
P0A8G6	EcoCyc:PD01343;;ECOL316407:JW0989-MONOMER;;MetaCyc:PD01343
P0A8G8	N/A
P0A8I4	N/A
P0A8J4	EcoCyc:EG11592-MONOMER;;ECOL316407:JW0626-MONOMER
P0A8J7	N/A
P0A8L3	ECOO157:SERS-MONOMER
P0A8M0	EcoCyc:ASNS-MONOMER;;ECOL316407:JW0913-MONOMER;;MetaCyc:ASNS-MONOMER
P0A8M3	EcoCyc:THRS-MONOMER;;ECOL316407:JW1709-MONOMER;;MetaCyc:THRS-MONOMER
P0A8M5	N/A
P0A8M6	EcoCyc:G7087-MONOMER;;ECOL316407:JW1989-MONOMER
P0A8N3	EcoCyc:LYSS-MONOMER;;ECOL316407:JW2858-MONOMER;;MetaCyc:LYSS-MONOMER
P0A8N5	EcoCyc:LYSU-MONOMER;;ECOL316407:JW4090-MONOMER;;MetaCyc:LYSU-MONOMER
P0A8P4	ECOO157:YGGX-MONOMER
P0A8R3	N/A
P0A8R6	ECOO157:SLYX-MONOMER
P0A8T7	EcoCyc:RPOC-MONOMER;;ECOL316407:JW3951-MONOMER;;MetaCyc:RPOC-MONOMER
P0A8T8	ECOO157:RPOC-MONOMER
P0A8T9	N/A
P0A8U5	N/A
P0A8U9	N/A
P0A8V2	EcoCyc:RPOB-MONOMER;;ECOL316407:JW3950-MONOMER;;MetaCyc:RPOB-MONOMER
P0A8V4	ECOO157:RPOB-MONOMER
P0A8V5	N/A
P0A8V6	EcoCyc:PD01520;;ECOL316407:JW1176-MONOMER
P0A8Y3	EcoCyc:EG11850-MONOMER;;ECOL316407:JW5566-MONOMER;;MetaCyc:EG11850-MONOMER
P0A8Y5	EcoCyc:EG11195-MONOMER;;ECOL316407:JW3674-MONOMER;;MetaCyc:EG11195-MONOMER
P0A8Y7	N/A
P0A8Z9	ECOO157:YQIA-MONOMER
P0A904	N/A
P0A909	N/A
P0A910	EcoCyc:EG10669-MONOMER;;ECOL316407:JW0940-MONOMER
P0A911	ECOO157:OMPA-MONOMER
P0A912	EcoCyc:EG10684-MONOMER;;ECOL316407:JW0731-MONOMER
P0A915	EcoCyc:EG11124-MONOMER;;ECOL316407:JW1248-MONOMER
P0A916	N/A
P0A917	EcoCyc:EG12117-MONOMER;;ECOL316407:JW0799-MONOMER
P0A920	N/A
P0A929	N/A
P0A949	ECOO157:RIMJ-MONOMER
P0A953	EcoCyc:FABB-MONOMER;;ECOL316407:JW2320-MONOMER;;MetaCyc:FABB-MONOMER
P0A955	EcoCyc:KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER;;ECOL316407:JW1839-MONOMER;;MetaCyc:KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER
P0A961	N/A
P0A972	EcoCyc:EG12179-MONOMER;;ECOL316407:JW0618-MONOMER
P0A978	EcoCyc:G6511-MONOMER;;ECOL316407:JW0974-MONOMER
P0A991	EcoCyc:FRUCBISALD-CLASSI-MONOMER;;ECOL316407:JW5344-MONOMER;;MetaCyc:FRUCBISALD-CLASSI-MONOMER
P0A993	EcoCyc:F16B-MONOMER;;ECOL316407:JW4191-MONOMER;;MetaCyc:F16B-MONOMER
P0A995	N/A
P0A998	EcoCyc:EG10921-MONOMER;;ECOL316407:JW1893-MONOMER;;MetaCyc:EG10921-MONOMER
P0A9A2	EcoCyc:G7033-MONOMER;;ECOL316407:JW1890-MONOMER
P0A9A6	EcoCyc:EG10347-MONOMER;;ECOL316407:JW0093-MONOMER
P0A9A8	ECOO157:FTSZ-MONOMER
P0A9A9	EcoCyc:PD00260;;ECOL316407:JW0669-MONOMER
P0A9B1	ECOO157:FUR-MONOMER
P0A9B2	EcoCyc:GAPDH-A-MONOMER;;ECOL316407:JW1768-MONOMER;;MetaCyc:GAPDH-A-MONOMER
P0A9B4	ECOO157:GAPA-MONOMER
P0A9B5	N/A
P0A9C0	EcoCyc:ANGLYC3PDEHYDROGSUBUNITA-MONOMER;;ECOL316407:JW2235-MONOMER;;MetaCyc:ANGLYC3PDEHYDROGSUBUNITA-MONOMER
